Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Congo, Dem. Rep.",COD,"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",IQ.WEF.PORT.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,
"Congo, Dem. Rep.",COD,"Trademark applications, resident, by count",IP.TMK.RSCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,"Trademark applications, nonresident, by count",IP.TMK.NRCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,"Industrial design applications, resident, by count",IP.IDS.RSCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,Public private partnerships investment in water and sanitation (current US$),IE.PPN.WATR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,Public private partnerships investment in energy (current US$),IE.PPN.ENGY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,Investment in transport with private participation (current US$),IE.PPI.TRAN.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,Investment in ICT with private participation (current US$),IE.PPI.ICTI.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,56105.56324,,,,,48969.9311,,,,,42610.88643,,,,,37114.7336,,,,,32470.70574,,,,,28545.41328,,,,,24106.76791,,,,,20535.20213,,,,,18046.31913,,,,,15396.80571,,,,,13039.55751,,12200.50356,,,,,
"Congo, Dem. Rep.",COD,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,,,900,,,,,900,,,,,900,,,,,900,,,,,900,,,,,900,,,,,900,,,,,900,,,,,900,,,,,900,,,,,900,,900,,,,,
"Congo, Dem. Rep.",COD,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0649,,,,,0.07595555556,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5841,,,,,0.6836,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.04,,,,,21.47,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.65,,,,,68.01,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.31,,,,,10.52,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,162.273348,158.7965701,167.3548115,169.2835911,167.2227587,161.8389179,158.3561967,148.3788618,142.9262124,150.9167223,135.6492722,130.3518443,138.0446616,141.3477411,148.1532102,150.6654849,145.8353447,145.8831201,169.4917027,130.8793768,125.4865039,115.2303506,102.587001,101.3092821,108.8843208,104.847733,95.39742233,93.40029169,95.16630726,96.56979585,95.542825,89.73030899,90.20802488,88.18727661,89.45731897,101.7709398,105.2457208,101.2064072,106.7918701,104.656082,108.0216234,112.1836598,117.0283018,108.5167011,,,,,
"Congo, Dem. Rep.",COD,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,,,,,,,,,,,,3.046544429,3.292065279,2.079002079,2.330935252,2.473684211,1.956947162,1.811594203,1.960784314,3.96806194,4.544431946,4.094778008,3.578110384,3.009961022,2.895553257,2.784761168,2.719200888,2.763865702,2.670623145,0.3171399741,0.4424778761,0.4165877675,0.3128602009,0.3065825068,0.3388554217,0.291403594,0.2946472418,0.3767598652,0.4018612521,0.4523181304,0.05015045135,0.08386447501,0.131147541,0.1138766878,0.1132342534,0.09492812585,0.07954394803,0.08880994671,0.2251953901,0.07639419404,0.07590132827,0.1012786429,0.1182343668,0.1089852264,0.04524886878,0.134198166,,,,
"Congo, Dem. Rep.",COD,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
"Congo, Dem. Rep.",COD,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5302929869,1.01497082,1.059743012,1.018589254,1.01201771,1.012786429,0,0,0.07918552036,0.04473272199,,,,
"Congo, Dem. Rep.",COD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,,,,,,,,,,5.133991537,4.952166573,4.98960499,5.467625899,6.052631579,5.919765166,6.038647343,7.892156863,9.000725865,8.323959505,12.6984127,13.23666978,12.90601992,12.22337125,11.54515568,11.08028117,11.24095715,10.20029674,10.55211186,19.75221239,13.72846052,9.484603985,3.624887286,3.859186747,3.351141331,3.028318874,3.727939718,4.018612521,3.769317753,2.674690739,2.432069775,5.098360656,2.928257687,14.02689314,10.97097912,6.310486544,5.125602639,11.18028878,5.131143366,4.971537002,7.102164831,5.648975302,5.655122306,21.43665158,,,,,
"Congo, Dem. Rep.",COD,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,96.95345557,96.70793472,97.92099792,97.66906475,97.52631579,98.04305284,98.1884058,98.03921569,96.03193806,95.45556805,95.90522199,96.42188962,96.99003898,97.10444674,97.21523883,97.28079911,97.2361343,97.32937685,99.68286003,99.55752212,99.58341223,99.6871398,99.69341749,99.66114458,99.70859641,99.70535276,99.62324013,99.59813875,99.54768187,99.94984955,99.91613552,99.86885246,99.88612331,99.88676575,99.90507187,99.39016307,98.89621923,98.7150616,98.90501655,98.91208096,98.88593493,99.65843405,99.67304432,99.77375566,99.70923731,,,,
"Congo, Dem. Rep.",COD,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
"Congo, Dem. Rep.",COD,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.304195804,13.28251328,15.87665647,12.24341946,14.23295892,17.34431292,10.0622126,15.47594887,5.86855073,3.462247959,4.650233487,4.534570821,6.073688913,,
"Congo, Dem. Rep.",COD,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28500000,57500000,62300000,101400000,92500000,67400000,74400000,44523065.41,17376123.28,10899067.58,8061125.562,5795559.052,6567829.132,,
"Congo, Rep.",COG,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0296183558,0.0264033698,0.0070417231,0.0079221579,0.0036081143,0.0657776069,0.0114178261,0.0089979209,,,0.0240710264,,
"Congo, Rep.",COG,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9954240175,1.546408741,0.8660563788,0.885449224,0.8099904395,0.6684759037,0.5949805939,2.061530524,,,1.721959992,,
"Congo, Rep.",COG,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00352686,0.003469104,0.003415143,0.016791049,0.026354732,0.032223616,0.157249517,0.460014187,1.07750493,1.46342006,2.007990079,2.759704374,4.287509903,4.5,5,5.6,6.106695024,6.6,7.11,7.615974662,8.121949323,8.65,,
"Congo, Rep.",COG,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.227539362,1.773758048,1.94688845,3.166578495,3.706682015,4.617547604,4.69602806,6.101789674,
"Congo, Rep.",COG,Secure Internet servers,IT.NET.SECR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,8,9,15,18,23,24,32,
"Congo, Rep.",COG,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003015397,0.00584969,0.02983041,0.030863383,0.009474855,0.010555257,,,,,
"Congo, Rep.",COG,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,250,1311,1392,438,500,,,,,
"Congo, Rep.",COG,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,,,,,,0.337547776,,,,,0.369285959,,,,,0.364428167,0.398076794,0.400071446,0.413513842,0.445489111,0.477633028,0.485187629,0.475522249,0.491897984,0.488283646,0.494520793,0.48774807,0.502228828,0.672652271,0.687608311,0.672624905,0.697888994,0.719491781,0.749138727,0.780786713,0.790755583,0.789716456,0.767277699,0.745346581,0.724057434,0.703457269,0.683668678,0.664574867,0.205464052,0.393679703,0.439083299,0.36724919,0.345809816,0.225602183,0.279828851,0.313543365,0.323105894,0.331071866,0.339169527,0.344101385,0.350075524,0.341297202,0.332635777,,
"Congo, Rep.",COG,Fixed telephone subscriptions,IT.MLT.MAIN,,,,,,3900,,,,,4900,,,,,5600,6299,6518,6936,7693,8492,8882,8963,9545,9751,10159,10303,10905,15010,15768,15852,16905,17915,19177,20553,21410,22000,22000,22000,22000,22000,22000,22000,7000,13820,15907,13754,13404,9050,11600,13400,14200,14932,15679,16300,17000,17000,17000,,
"Congo, Rep.",COG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035896203,,0.114851132,0.164558508,2.238273128,4.66137735,6.700122977,9.686162466,10.92882772,15.40785724,24.49838337,33.21959414,45.04565141,71.12245865,87.01408675,88.39351294,94.96552148,100.8003873,104.076947,107.4114077,108.8938839,98.92979331,95.34053637,
"Congo, Rep.",COG,Mobile cellular subscriptions,IT.CEL.SETS,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,,3390,5000,70000,150000,221800,330000,383653,558192,917499,1287631,1807000,2948304,3718748,3884757,4283134,4659762,4930100,5216000,5424000,5056000,5000000,
"Congo, Rep.",COG,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321000,291917.4,355000,336000,510000,585000,619892,571000,563000,599360,580000,
"Congo, Rep.",COG,Liner shipping connectivity index (maximum value in 2004 = 100),IS.SHP.GCNW.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.29,9.1,9.12,9.61,11.8,11.37,10.45,10.78,12.57,15.82,19.1,19.55,26.29,24.09,25.52,
"Congo, Rep.",COG,Rail lines (total route-km),IS.RRS.TOTL.KM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706,706,706,895,895,900,900,900,795,795,795,795,,,,,,893.2,,,,,,,
"Congo, Rep.",COG,"Railways, passengers carried (million passenger-km)",IS.RRS.PASG.KM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,360,234.497,242,8,83.9,170.9,76,59,135,167.5,211,199,233,207,,264.56,266.47,,,,,,,
"Congo, Rep.",COG,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,289,139,135,20,85,228,307,247,231,264,237,224,253,257,,,,,,,,,,
"Congo, Rep.",COG,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,55800,58600,54900,58600,63500,69000,77400,85400,102200,113300,117100,154100,158300,216900,227700,248500,248400,220100,219700,233800,238900,228900,228900,230800,231800,266900,252900,244500,240900,132200,127541,95188,46967,52268,,,,,,,341640.4292,438178.4704,703966.4211,652452,553944,657927,577780,333899,333899,
"Congo, Rep.",COG,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,5.900000095,7.300000191,8.199999809,8.5,11.10000038,11.80000019,13.5,13.39999962,15.10000038,17.5,18.39999962,21.39999962,21.5,20.20000076,19,20,17.70000076,16.89999962,16.5,18.60000038,18.39999962,16.79999924,15.80000019,14.89999962,15.10000038,16,17.20000076,15.60000038,13.80000019,13.69999981,12.273,7.364,0,0,,,,,,,1.86657368,1.434880584,1.597815205,2.384004,1.992936,4.366939373,4.524110899,4.597160619,4.597160619,
"Congo, Rep.",COG,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,3700,3700,3400,3600,3600,3800,4000,4000,4300,4400,4300,5300,5600,6100,6000,6400,6700,4400,4500,4700,4100,4800,4700,4900,4900,6300,5400,10200,10300,6000,6257,5235,4505,4783,,,,,,,3755.333633,4817,7011,12132,10380,11462,10604,8439,8439,
"Congo, Rep.",COG,"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",IQ.WEF.PORT.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,"Trademark applications, resident, by count",IP.TMK.RSCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,"Trademark applications, nonresident, by count",IP.TMK.NRCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,"Industrial design applications, resident, by count",IP.IDS.RSCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,Public private partnerships investment in water and sanitation (current US$),IE.PPN.WATR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735000000,,56000000,,,,,,,,,
"Congo, Rep.",COG,Public private partnerships investment in energy (current US$),IE.PPN.ENGY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325000000,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,Investment in transport with private participation (current US$),IE.PPI.TRAN.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735000000,,56000000,,,,,,,,,
"Congo, Rep.",COG,Investment in ICT with private participation (current US$),IE.PPI.ICTI.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325000000,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,207624.4952,,,,,182035.7003,,,,,157836.1377,,,,,136262.4439,,,,,117779.6936,,,,,102241.9071,,,,,89158.34522,,,,,77425.29505,,,,,67061.64566,,,,,57273.78339,,,,,49221.78583,,46865.36173,,,,,
"Congo, Rep.",COG,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,,,222,,,,,222,,,,,222,,,,,222,,,,,222,,,,,222,,,,,222,,,,,222,,,,,222,,,,,222,,,,,222,,222,,,,,
"Congo, Rep.",COG,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01801801802,,,,,,,,,,,,,,,0.02072072072,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,0.046,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,21.74,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,69.57,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,8.696,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,56.37312861,57.58886103,62.8176693,63.67057515,66.3779875,68.88453814,70.58640113,72.13837213,75.85996829,83.24268505,69.92120754,104.5162146,99.46182392,149.2242094,112.9331864,176.1062621,179.6141611,168.0510337,170.0705488,173.9693483,184.947808,177.5134621,160.55484,144.3579774,151.4291402,154.3536709,129.0421584,110.7856055,69.1145732,95.60623788,104.7256111,115.3943633,114.7663492,105.3990522,117.3133855,125.7629553,125.3831474,135.36131,144.7390608,140.158564,147.673046,214.6247238,213.0761249,202.8721289,,,,,
"Congo, Rep.",COG,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,,,,,,,,,,,,30.68181818,27.45098039,39.58333333,35.35353535,37.14285714,37.71929825,49.03846154,81.81818182,40.76923077,35.48387097,34.81012658,10.76923077,0.8547008547,0.790513834,1.020408163,0.7407407407,1.067615658,1.02739726,0.75,0.6085192698,0,0.9345794393,0.8287292818,0.6172839506,0.5649717514,0.4366812227,0.4415011038,0.5813953488,14.41441441,0.3378378378,0,0,0,0,0,0,0,0,4.26716141,1.530612245,0.6960556845,0,0,0,0,,,,
"Congo, Rep.",COG,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
"Congo, Rep.",COG,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,,,,,,,,,,,,7.954545455,7.843137255,8.333333333,9.090909091,7.619047619,7.01754386,4.807692308,1.515151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,16.87657431,18.01385681,17.8807947,17.69041769,18.65509761,34.50834879,43.75,38.1283836,41.94117647,43.18314804,45.28735632,46.65513264,,,,
"Congo, Rep.",COG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,,,,,,,,,,4.545454545,5.882352941,6.25,5.050505051,5.714285714,6.140350877,8.653846154,24.24242424,10,9.032258065,31.01265823,12.30769231,41.02564103,14.22924901,49.65986395,10,13.87900356,22.60273973,17.75,19.67545639,18.75,21.4953271,31.21546961,25.61728395,31.07344633,27.07423581,26.71081678,41.56976744,82.88288288,87.5,88.0239521,,,,,86.75496689,,76.78958785,70.31539889,59.43877551,51.89481825,44.52941176,44.52896431,44.54022989,,,,,
"Congo, Rep.",COG,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,61.36363636,64.70588235,52.08333333,55.55555556,55.23809524,55.26315789,46.15384615,16.66666667,59.23076923,64.51612903,65.18987342,89.23076923,99.14529915,99.20948617,98.97959184,99.25925926,98.93238434,98.97260274,99.25,99.39148073,100,99.06542056,99.17127072,99.38271605,99.43502825,99.56331878,99.5584989,99.41860465,85.58558559,99.66216216,100,100,85.71428571,83.12342569,81.98614319,82.1192053,82.30958231,81.34490239,61.2244898,54.71938776,61.17556071,58.05882353,56.81685196,54.71264368,53.34486736,,,,
"Congo, Rep.",COG,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
"Congo, Rep.",COG,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1627096892,0.4957763261,0.3506480113,0.9064184223,0.2613695766,0.6677435618,2.011475177,2.267068308,2.74822695,4.812319538,,,6.666756129,11.94703469,4.717099758,3.359682947,12.95237891,8.182817048,3.938581288,1.367635054,0.7661491392,6.387003216,,,
"Congo, Rep.",COG,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142242.2596,455476.284,349512.9429,1066188.843,381679.9274,911547.2289,2893435.992,3736074.709,5333789.274,9464591.66,,,10365834.19,21457988.45,23039635.44,15815391.51,76650979.84,24944805.29,22860495.39,8776029.072,3065350.426,15374155.8,,,
Colombia,COL,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1173995015,0.1610448219,0.2100765825,0.2302455615,0.3036069188,0.2475013928,0.2554730089,0.1470790627,0.1498813447,0.222752624,0.1491306478,0.0975476736,0.1214667266,0.1544121668,0.1763528598,0.235013369,0.2847041454,0.2513181666,,
Colombia,COL,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.00385728,9.330762585,9.860828445,10.89385173,10.1260815,13.03728028,11.92449524,10.87936489,10.14282283,8.811075072,9.629864958,8.500468708,8.973108094,9.947490995,10.16657195,9.33287526,9.214740364,9.622768925,,
Colombia,COL,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.107173945,0.18804679,0.330017773,0.550521023,1.126225245,1.697730794,2.207532993,2.854199971,4.6,7.388923711,9.118690303,11.00726389,15.34167454,21.8,25.6,30,36.5,40.35091575,48.98,51.7,52.57,55.90497251,58.13649357,62.25988032,,
Colombia,COL,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.50357453,14.89167435,30.40572567,41.35726945,54.73798803,71.31633906,320.0032085,462.9755924,651.3364855,
Colombia,COL,Secure Internet servers,IT.NET.SECR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475,680,1401,1923,2571,3389,15415,22640,32338,
Colombia,COL,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022387099,0.034355155,0.085352153,0.155327846,0.30210366,0.747245052,1.453851757,2.759850377,4.004268447,4.72576413,5.84448297,7.332326999,8.548227073,9.759270646,10.70649708,11.62812593,12.27392136,12.94429123,13.44825224,
Colombia,COL,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8872,13830,34888,64436,127113,318683,628077,1207090,1772088,2114782,2643033,3348142,3938657,4537621,5028595,5525763,5912968,6331032,6678543,
Colombia,COL,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,1.712179136,,,,,2.098770937,,,,,2.774665719,,,,,3.48050012,3.499658832,3.721903178,3.927927428,3.885152712,3.998809539,4.125816641,4.601232397,4.523348909,5.135913459,5.683548383,5.883700366,6.149291885,6.505957651,6.705818584,7.294677227,7.800363507,8.197238271,8.946577176,9.824105996,10.63342145,12.52941124,14.30067225,16.59600855,17.09105747,18.14984559,18.31168284,18.99922105,18.91883807,18.03565956,18.00519104,18.19454119,18.11739377,17.91650317,16.70135862,15.89061467,15.60731737,15.3359086,15.35946936,15.28909785,14.96034136,14.7710977,14.28680638,14.04233958,
