"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NOMBRENB","Number","FRA","France","2009","2009",115,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NOMBRENB","Number","FRA","France","2010","2010",133,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NOMBRENB","Number","FRA","France","2011","2011",128,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NOMBRENB","Number","FRA","France","2012","2012",149,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NOMBRENB","Number","FRA","France","2013","2013",157,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NOMBRENB","Number","FRA","France","2014","2014",200,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NOMBRENB","Number","FRA","France","2015","2015",247,"B","Break"
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NOMBRENB","Number","FRA","France","2016","2016",280,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NOMBRENB","Number","FRA","France","2017","2017",337,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NOMBRENB","Number","FRA","France","2018","2018",370,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NOMBRENB","Number","FRA","France","2000","2000",100,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NOMBRENB","Number","FRA","France","2001","2001",112,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NOMBRENB","Number","FRA","France","2002","2002",148,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NOMBRENB","Number","FRA","France","2003","2003",197,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NOMBRENB","Number","FRA","France","2004","2004",241,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NOMBRENB","Number","FRA","France","2005","2005",301,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NOMBRENB","Number","FRA","France","2006","2006",329,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NOMBRENB","Number","FRA","France","2007","2007",350,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NOMBRENB","Number","FRA","France","2008","2008",389,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NOMBRENB","Number","FRA","France","2009","2009",415,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NOMBRENB","Number","FRA","France","2010","2010",451,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NOMBRENB","Number","FRA","France","2011","2011",489,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NOMBRENB","Number","FRA","France","2012","2012",566,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NOMBRENB","Number","FRA","France","2013","2013",618,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NOMBRENB","Number","FRA","France","2014","2014",720,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NOMBRENB","Number","FRA","France","2015","2015",836,"B","Break"
"IPINMRIM","Magnetic Resonance Imaging units, total","NOMBRENB","Number","FRA","France","2016","2016",904,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NOMBRENB","Number","FRA","France","2017","2017",950,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NOMBRENB","Number","FRA","France","2018","2018",989,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NOMBRENB","Number","FRA","France","2000","2000",82,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NOMBRENB","Number","FRA","France","2001","2001",92,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NOMBRENB","Number","FRA","France","2002","2002",118,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NOMBRENB","Number","FRA","France","2003","2003",155,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NOMBRENB","Number","FRA","France","2004","2004",185,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NOMBRENB","Number","FRA","France","2005","2005",229,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NOMBRENB","Number","FRA","France","2006","2006",243,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NOMBRENB","Number","FRA","France","2007","2007",256,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NOMBRENB","Number","FRA","France","2008","2008",291,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NOMBRENB","Number","FRA","France","2009","2009",321,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NOMBRENB","Number","FRA","France","2010","2010",348,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NOMBRENB","Number","FRA","France","2011","2011",380,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NOMBRENB","Number","FRA","France","2012","2012",443,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NOMBRENB","Number","FRA","France","2013","2013",485,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NOMBRENB","Number","FRA","France","2014","2014",529,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NOMBRENB","Number","FRA","France","2015","2015",585,"B","Break"
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NOMBRENB","Number","FRA","France","2016","2016",596,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NOMBRENB","Number","FRA","France","2017","2017",562,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NOMBRENB","Number","FRA","France","2018","2018",561,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NOMBRENB","Number","FRA","France","2000","2000",18,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NOMBRENB","Number","FRA","France","2001","2001",20,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NOMBRENB","Number","FRA","France","2002","2002",30,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NOMBRENB","Number","FRA","France","2003","2003",42,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NOMBRENB","Number","FRA","France","2004","2004",56,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NOMBRENB","Number","FRA","France","2005","2005",72,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NOMBRENB","Number","FRA","France","2006","2006",86,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NOMBRENB","Number","FRA","France","2007","2007",94,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NOMBRENB","Number","FRA","France","2008","2008",98,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NOMBRENB","Number","FRA","France","2009","2009",94,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NOMBRENB","Number","FRA","France","2010","2010",103,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NOMBRENB","Number","FRA","France","2011","2011",109,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NOMBRENB","Number","FRA","France","2012","2012",123,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NOMBRENB","Number","FRA","France","2013","2013",133,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NOMBRENB","Number","FRA","France","2014","2014",191,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NOMBRENB","Number","FRA","France","2015","2015",251,"B","Break"
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NOMBRENB","Number","FRA","France","2016","2016",308,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NOMBRENB","Number","FRA","France","2017","2017",388,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NOMBRENB","Number","FRA","France","2018","2018",428,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","FRA","France","2000","2000",9,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","FRA","France","2001","2001",7,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","FRA","France","2002","2002",5,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","FRA","France","2003","2003",9,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","FRA","France","2004","2004",15,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","FRA","France","2005","2005",23,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","FRA","France","2006","2006",30,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","FRA","France","2007","2007",41,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","FRA","France","2008","2008",53,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","FRA","France","2009","2009",60,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","FRA","France","2010","2010",59,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","FRA","France","2011","2011",72,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","FRA","France","2012","2012",89,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","FRA","France","2013","2013",94,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","FRA","France","2014","2014",108,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","FRA","France","2015","2015",130,"B","Break"
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","FRA","France","2016","2016",139,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","FRA","France","2017","2017",147,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","FRA","France","2018","2018",156,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NOMBRENB","Number","FRA","France","2000","2000",8,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NOMBRENB","Number","FRA","France","2001","2001",6,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NOMBRENB","Number","FRA","France","2002","2002",4,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NOMBRENB","Number","FRA","France","2003","2003",9,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NOMBRENB","Number","FRA","France","2004","2004",13,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NOMBRENB","Number","FRA","France","2005","2005",19,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NOMBRENB","Number","FRA","France","2006","2006",26,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NOMBRENB","Number","FRA","France","2007","2007",33,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NOMBRENB","Number","FRA","France","2008","2008",42,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NOMBRENB","Number","FRA","France","2009","2009",48,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NOMBRENB","Number","FRA","France","2010","2010",47,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NOMBRENB","Number","FRA","France","2011","2011",57,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NOMBRENB","Number","FRA","France","2012","2012",72,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NOMBRENB","Number","FRA","France","2013","2013",75,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NOMBRENB","Number","FRA","France","2014","2014",81,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NOMBRENB","Number","FRA","France","2015","2015",100,"B","Break"
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NOMBRENB","Number","FRA","France","2016","2016",107,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NOMBRENB","Number","FRA","France","2017","2017",113,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NOMBRENB","Number","FRA","France","2018","2018",119,,
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NOMBRENB","Number","FRA","France","2000","2000",1,,
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NOMBRENB","Number","FRA","France","2001","2001",1,,
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NOMBRENB","Number","FRA","France","2002","2002",1,,
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NOMBRENB","Number","FRA","France","2003","2003",0,,
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NOMBRENB","Number","FRA","France","2004","2004",2,,
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NOMBRENB","Number","FRA","France","2005","2005",4,,
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NOMBRENB","Number","FRA","France","2006","2006",4,,
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NOMBRENB","Number","FRA","France","2007","2007",8,,
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NOMBRENB","Number","FRA","France","2008","2008",11,,
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NOMBRENB","Number","FRA","France","2009","2009",12,,
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NOMBRENB","Number","FRA","France","2010","2010",12,,
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NOMBRENB","Number","FRA","France","2011","2011",15,,
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NOMBRENB","Number","FRA","France","2012","2012",17,,
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NOMBRENB","Number","FRA","France","2013","2013",19,,
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NOMBRENB","Number","FRA","France","2014","2014",27,,
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NOMBRENB","Number","FRA","France","2015","2015",30,"B","Break"
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NOMBRENB","Number","FRA","France","2016","2016",32,,
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NOMBRENB","Number","FRA","France","2017","2017",34,,
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NOMBRENB","Number","FRA","France","2018","2018",37,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","FRA","France","2000","2000",166,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","FRA","France","2001","2001",218,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","FRA","France","2002","2002",262,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","FRA","France","2003","2003",275,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","FRA","France","2004","2004",270,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","FRA","France","2005","2005",275,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","FRA","France","2006","2006",290,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","FRA","France","2007","2007",280,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","FRA","France","2008","2008",310,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","FRA","France","2009","2009",324,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","FRA","France","2010","2010",334,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","FRA","France","2011","2011",345,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","FRA","France","2012","2012",379,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","FRA","France","2013","2013",382,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","FRA","France","2014","2014",381,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","FRA","France","2015","2015",456,"B","Break"
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","FRA","France","2016","2016",462,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","FRA","France","2017","2017",466,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","FRA","France","2018","2018",464,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","FRA","France","2000","2000",142,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","FRA","France","2001","2001",187,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","FRA","France","2002","2002",230,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","FRA","France","2003","2003",247,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","FRA","France","2004","2004",240,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","FRA","France","2005","2005",238,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","FRA","France","2006","2006",249,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","FRA","France","2007","2007",239,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","FRA","France","2008","2008",261,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","FRA","France","2009","2009",275,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","FRA","France","2010","2010",281,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","FRA","France","2011","2011",291,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","FRA","France","2012","2012",319,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","FRA","France","2013","2013",318,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","FRA","France","2014","2014",312,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","FRA","France","2015","2015",361,"B","Break"
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","FRA","France","2016","2016",359,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","FRA","France","2017","2017",339,,
"IPINGAMH","Gamma cameras, in hospitals","NOMBRENB","Number","FRA","France","2018","2018",331,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","FRA","France","2000","2000",24,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","FRA","France","2001","2001",31,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","FRA","France","2002","2002",32,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","FRA","France","2003","2003",28,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","FRA","France","2004","2004",30,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","FRA","France","2005","2005",37,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","FRA","France","2006","2006",41,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","FRA","France","2007","2007",41,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","FRA","France","2008","2008",49,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","FRA","France","2009","2009",49,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","FRA","France","2010","2010",53,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","FRA","France","2011","2011",54,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","FRA","France","2012","2012",60,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","FRA","France","2013","2013",64,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","FRA","France","2014","2014",69,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","FRA","France","2015","2015",95,"B","Break"
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","FRA","France","2016","2016",103,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","FRA","France","2017","2017",127,,
"IPINGACA","Gamma cameras, in ambulatory sector","NOMBRENB","Number","FRA","France","2018","2018",133,,
"IPINMAMH","Mammographs, in hospitals","NOMBRENB","Number","FRA","France","2013","2013",505,,
"IPINMAMH","Mammographs, in hospitals","NOMBRENB","Number","FRA","France","2014","2014",501,,
"IPINMAMH","Mammographs, in hospitals","NOMBRENB","Number","FRA","France","2015","2015",500,,
"IPINMAMH","Mammographs, in hospitals","NOMBRENB","Number","FRA","France","2016","2016",490,,
"IPINMAMH","Mammographs, in hospitals","NOMBRENB","Number","FRA","France","2017","2017",467,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","FRA","France","2001","2001",694,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","FRA","France","2002","2002",620,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","FRA","France","2003","2003",590,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","FRA","France","2004","2004",640,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","FRA","France","2005","2005",573,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","FRA","France","2006","2006",557,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","FRA","France","2007","2007",574,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","FRA","France","2008","2008",565,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","FRA","France","2009","2009",592,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","FRA","France","2010","2010",611,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","FRA","France","2011","2011",614,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","FRA","France","2012","2012",630,"E","Estimated value"
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","FRA","France","2013","2013",672,"B","Break"
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","FRA","France","2014","2014",679,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","FRA","France","2015","2015",670,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","FRA","France","2016","2016",717,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NOMBRENB","Number","FRA","France","2017","2017",721,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","DEU","Germany","2000","2000",2023,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","DEU","Germany","2001","2001",2074,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","DEU","Germany","2002","2002",2232,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","DEU","Germany","2003","2003",2274,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","DEU","Germany","2004","2004",2369,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","DEU","Germany","2005","2005",2434,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","DEU","Germany","2006","2006",2399,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","DEU","Germany","2007","2007",2446,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","DEU","Germany","2008","2008",2558,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","DEU","Germany","2009","2009",2559,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","DEU","Germany","2010","2010",2643,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","DEU","Germany","2011","2011",2688,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","DEU","Germany","2012","2012",2735,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","DEU","Germany","2013","2013",2719,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","DEU","Germany","2014","2014",2862,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","DEU","Germany","2015","2015",2866,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","DEU","Germany","2016","2016",2896,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","DEU","Germany","2017","2017",2904,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","DEU","Germany","2000","2000",999,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","DEU","Germany","2001","2001",1047,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","DEU","Germany","2002","2002",1122,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","DEU","Germany","2003","2003",1159,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","DEU","Germany","2004","2004",1205,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","DEU","Germany","2005","2005",1271,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","DEU","Germany","2006","2006",1304,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","DEU","Germany","2007","2007",1340,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","DEU","Germany","2008","2008",1374,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","DEU","Germany","2009","2009",1412,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","DEU","Germany","2010","2010",1450,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","DEU","Germany","2011","2011",1489,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","DEU","Germany","2012","2012",1497,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","DEU","Germany","2013","2013",1510,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","DEU","Germany","2014","2014",1521,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","DEU","Germany","2015","2015",1541,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","DEU","Germany","2016","2016",1572,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","DEU","Germany","2017","2017",1584,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NOMBRENB","Number","DEU","Germany","2000","2000",1024,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NOMBRENB","Number","DEU","Germany","2001","2001",1027,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NOMBRENB","Number","DEU","Germany","2002","2002",1110,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NOMBRENB","Number","DEU","Germany","2003","2003",1115,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NOMBRENB","Number","DEU","Germany","2004","2004",1164,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NOMBRENB","Number","DEU","Germany","2005","2005",1163,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NOMBRENB","Number","DEU","Germany","2006","2006",1095,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NOMBRENB","Number","DEU","Germany","2007","2007",1106,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NOMBRENB","Number","DEU","Germany","2008","2008",1184,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NOMBRENB","Number","DEU","Germany","2009","2009",1147,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NOMBRENB","Number","DEU","Germany","2010","2010",1193,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NOMBRENB","Number","DEU","Germany","2011","2011",1199,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NOMBRENB","Number","DEU","Germany","2012","2012",1238,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NOMBRENB","Number","DEU","Germany","2013","2013",1209,,
