,LOCATION,INDICATOR,TIME,Value
610,BGR,PHARMAEXP,2016,711.35
611,BGR,PHARMAEXP,2017,735.3480000000001
612,HRV,PHARMAEXP,2011,449.42199999999997
613,HRV,PHARMAEXP,2012,465.815
614,HRV,PHARMAEXP,2013,331.785
615,HRV,PHARMAEXP,2014,302.781
616,HRV,PHARMAEXP,2015,304.045
617,HRV,PHARMAEXP,2016,339.403
618,HRV,PHARMAEXP,2017,353.605
619,CYP,PHARMAEXP,2003,312.894
620,CYP,PHARMAEXP,2004,316.36400000000003
621,CYP,PHARMAEXP,2005,325.95099999999996
622,CYP,PHARMAEXP,2006,333.46
623,CYP,PHARMAEXP,2007,360.51300000000003
624,CYP,PHARMAEXP,2008,379.077
625,CYP,PHARMAEXP,2009,369.954
626,CYP,PHARMAEXP,2010,314.985
627,CYP,PHARMAEXP,2011,335.033
628,CYP,PHARMAEXP,2012,334.43199999999996
629,CYP,PHARMAEXP,2013,335.20300000000003
630,CYP,PHARMAEXP,2014,336.441
631,CYP,PHARMAEXP,2015,393.211
632,CYP,PHARMAEXP,2016,422.88699999999994
633,CYP,PHARMAEXP,2017,431.879
634,ROU,PHARMAEXP,2003,89.719
635,ROU,PHARMAEXP,2004,142.602
636,ROU,PHARMAEXP,2005,153.446
637,ROU,PHARMAEXP,2006,161.559
638,ROU,PHARMAEXP,2007,181.72099999999998
639,ROU,PHARMAEXP,2008,215.62599999999998
640,ROU,PHARMAEXP,2009,209.632
641,ROU,PHARMAEXP,2010,242.03599999999997
642,ROU,PHARMAEXP,2011,320.395
643,ROU,PHARMAEXP,2012,323.817
644,ROU,PHARMAEXP,2013,406.05400000000003
645,ROU,PHARMAEXP,2014,369.801
646,ROU,PHARMAEXP,2015,363.597
647,ROU,PHARMAEXP,2016,382.034
648,ROU,PHARMAEXP,2017,363.42900000000003
649,RUS,PHARMAEXP,2014,350.038
650,RUS,PHARMAEXP,2015,398.06
651,RUS,PHARMAEXP,2016,408.471
652,RUS,PHARMAEXP,2017,438.852
653,CRI,PHARMAEXP,2011,166.02700000000002
654,CRI,PHARMAEXP,2012,162.141
655,CRI,PHARMAEXP,2013,153.516
656,CRI,PHARMAEXP,2014,176.614
657,CRI,PHARMAEXP,2015,182.34900000000002
658,CRI,PHARMAEXP,2016,174.91400000000002
659,MLT,PHARMAEXP,2014,516.2
660,MLT,PHARMAEXP,2015,575.935
661,MLT,PHARMAEXP,2016,533.396
662,MLT,PHARMAEXP,2017,600.893
