Country Name,Indicator Name,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,COV
China,Public private partnerships investment in water and sanitation (current US$),119200000.0,72400000.0,242260000.0,916210000.0,618720000.0,603380000.0,1007319000.0,604261030.0,1822808170.0,683556780.0,506710000.0,123700000.0,368140000.0,273960000.0,169340000.0,308870000.0,774050000.0,950170000.0,1426080000.0,1617440000.0,,0.8834176825839071
China,Public private partnerships investment in transport (current US$),145400000.0,331200000.0,231030000.0,1689210000.0,4054650000.0,782580000.0,6628900000.0,3702050000.0,4494380000.0,362930000.0,2512870000.0,,1095370000.0,1879400000.0,4367090000.0,5009410000.0,2913740000.0,3469630000.0,12587440000.0,25964800000.0,,1.5064537276356782
China,Public private partnerships investment in energy (current US$),3965000000.0,43300000.0,508930000.0,1329770000.0,2810590000.0,788690000.0,1678120000.0,1197580000.0,1529040000.0,678770000.0,876270000.0,472970000.0,2799280000.0,3255330000.0,3799140000.0,1545950000.0,3092410000.0,3230081000.0,3020920000.0,44900000.0,,0.7425327512082357
China,Investment in water and sanitation with private participation (current US$),203200000.0,72400000.0,242260000.0,917650000.0,662200000.0,603380000.0,1007319000.0,604261030.0,1901875470.0,973613580.0,512430000.0,639700000.0,591630000.0,273960000.0,169340000.0,352820000.0,774050000.0,950170000.0,1426080000.0,1617440000.0,,0.8087070852910296
China,Investment in transport with private participation (current US$),695550000.0,1558500000.0,642230000.0,1787110000.0,4054650000.0,782580000.0,6628900000.0,8351010000.0,4494380000.0,436750000.0,2512870000.0,,1095370000.0,1879400000.0,4475760000.0,5009410000.0,2913740000.0,3469630000.0,12587440000.0,25964800000.0,,1.3631818731544754
China,Investment in ICT with private participation (current US$),,,,,,,,,,,,,,,,,,,,,,
China,Investment in energy with private participation (current US$),4347800000.0,846800000.0,997130000.0,1351330000.0,4678850000.0,1390490000.0,1678120000.0,1197580000.0,2214040000.0,678770000.0,3146270000.0,472970000.0,2799280000.0,3263250000.0,3807810000.0,1545950000.0,3092410000.0,3230081000.0,3020920000.0,44900000.0,,0.6672490283919816
China,Renewable internal freshwater resources per capita (cubic meters),,,,2196.969697,,,,,2134.480626,,,,,2082.631534,,2061.908566,,,,,,0.2566773094506517
China,"Renewable internal freshwater resources, total (billion cubic meters)",,,,2813.0,,,,,2813.0,,,,,2813.0,,2813.0,,,,,,0.0
China,"Annual freshwater withdrawals, total (% of internal resources)",,,,19.54496978,,,,,20.30927835,,,,,21.32243157,,21.32243157,,,,,,0.1061558778767673
China,"Annual freshwater withdrawals, total (billion cubic meters)",,549.8,,,,,,,571.3,,,,,599.8,,,594.2,,,,,0.10460083437049214
China,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",,20.72,,,,,,,24.56,,,,,23.6,,,22.32,,,,,0.4000482923619183
China,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",,10.46,,,,,,,12.43,,,,,12.08,,,13.28,,,,,0.4991371523655902
China,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",,68.83,,,,,,,63.01,,,,,64.31,,,64.4,,,,,0.14159632745648848
China,Electric power consumption (kWh per capita),913.9634480000001,992.9433847000001,1076.549121,1194.8562949999998,1379.484632,1585.838782,1782.312153,2039.01466,2325.926769,2446.369055,2612.45662,2943.589954,3298.003913,3474.988062,3773.405384,3927.0445,,,,,,1.0028576382725296
China,Electricity production from oil sources (% of total),4.053545088,3.4865143560000003,3.2760750030000003,3.0652341610000002,2.869284654,2.974083981,2.020143445,1.323014954,0.8560572126999999,0.5424861956,0.3263472659,0.3539499152,0.2578184563,0.21940999030000002,0.18417872899999999,0.1679743794,0.1656183833,,,,,0.9245916913550353
China,Electricity production from nuclear sources (% of total),1.205635493,1.2345305659999999,1.179784044,1.519015043,2.268318021,2.290399555,2.12312425,1.913603638,1.8931741519999998,1.972608903,1.8878290290000002,1.7602194219999998,1.835335837,1.953846265,2.053005141,2.33928636,,,,,,1.0991661952159137
China,Electricity production from natural gas sources (% of total),0.38816801310000004,0.42581973799999995,0.3331647477,0.2535419704,0.2697886438,0.3385519959,0.48558948609999997,0.8311019647,1.033186158,0.9969470911,1.5393556119999998,1.859881006,2.039061303,1.981570925,1.9612192769999999,2.021005181,2.4870306380000002,,,,,1.1465022112630354
China,Electric power transmission and distribution losses (% of output),6.951457626,6.909225824,6.978430722000001,7.064958493,6.597810813,6.447010259,6.824607893,6.485903123,6.282272784,6.166039597,6.078554296,6.118930602000001,5.740233346,5.8100616039999995,5.777009646000001,5.471266356,,,,,,0.10842968097186824
China,Electricity production from hydroelectric sources (% of total),16.43701605,16.40538216,18.73339325,17.40903562,14.84653972,16.04464167,15.87772039,15.2056174,14.78656465,16.87787066,16.5714641,16.94897365,14.62413023,17.30873395,16.73134903,18.55249398,19.06981297,,,,,0.14295964316538398
China,Electricity production from coal sources (% of total),77.67118548,78.21363715,76.25245704,77.54358093,79.55556835,78.17369805,79.19611784,80.33949603,80.95423534,78.75051375,78.38266989,77.18719414,78.87712304,75.65891205,75.27906857,72.63390781,70.30942695,,,,,0.1350946561481493
China,"ICT service exports (% of service exports, BoP)",1.293690422,2.1616653319999997,0.8123494878,1.163079229,3.0177340619999997,2.764298239,2.963492739,3.928503362,4.399724556000001,5.38155153,6.290595176,8.913657667,6.918000888,8.059938437000001,8.25988435,9.205460245,11.29211056,12.20346461,12.66137268,,,0.8785677068745519
China,"ICT service exports (BoP, current US$)",855000000.0,1701397000.0,732000000.0,1188274444.0,1740585697.0,2188203138.0,2325415190.0,3695581718.0,5519303662.0,7821725694.0,7709972564.0,10476412987.0,13908433591.0,16246869227.0,17098439900.0,20172914776.0,24548939491.0,25432487660.0,26976771152.0,,,1.5215984926195576
Cote d'Ivoire,ICT goods exports (% of total goods exports),,0.0438030575,0.0610581519,0.0445105513,0.34105330780000004,0.7915090074,0.6292669326,0.5775709425,0.41773497670000004,0.2910567783,0.42162918200000005,0.2097388453,0.0543832654,0.0616372159,0.080650601,0.17496062010000002,0.1118170557,,,,,0.8858413255338704
Cote d'Ivoire,ICT goods imports (% total goods imports),,3.837123941,2.890175942,2.87220992,3.127613365,3.614851517,3.751830281,4.0863985419999995,3.863441726,3.525233332,3.9355352999999997,3.330934418,3.082330227,2.481079532,2.06489428,2.53339179,2.3321832909999998,,,,,0.1970888821901892
Cote d'Ivoire,Individuals using the Internet (% of population),0.11868591699999999,0.231461671,0.39574770200000003,0.497929361,0.758669629,0.849282415,1.039238205,1.5249007909999999,1.8,1.9,2.0,2.7,2.9,5.0,12.0,19.2742298,38.44,41.20781493,43.83992085,46.82372708,,1.749644120821991
Cote d'Ivoire,Secure Internet servers (per 1 million people),,,,,,,,,,,,0.5357242871,0.6657582236999999,1.809980959,2.444821178,3.444060922,5.037427006000001,6.044651336,8.675202821000001,11.64774553,,0.8436049751164844
Cote d'Ivoire,Secure Internet servers,,,,,,,,,,,,11.0,14.0,39.0,54.0,78.0,117.0,144.0,212.0,292.0,,0.8937404749624277
Cote d'Ivoire,Fixed broadband subscriptions (per 100 people),,,,,0.002346643,0.004596423,0.006750383,0.053319354000000006,0.052161475,0.051005916,0.049852569000000006,,,0.214259977,0.254809235,0.56013233,0.472342739,0.572478854,0.584450845,0.7017287729999999,,1.0314944451801253
Cote d'Ivoire,Fixed broadband subscriptions,,,,,413.0,826.0,1239.0,10000.0,10000.0,10000.0,10000.0,,,46167.0,56281.0,126857.0,109707.0,136380.0,142825.0,175918.0,,1.0763308729993575
Cote d'Ivoire,Fixed telephone subscriptions (per 100 people),1.367734299,1.602384199,1.7419305,1.885142122,1.3523026930000002,1.435308345,1.4084546180000002,1.442677749,1.291377286,1.818371096,1.4061914,1.37994297,1.314843959,1.281536134,1.2321220179999999,1.071562108,1.19368937,1.213581291,1.250383121,1.206251648,,0.5064675963765332
Cote d'Ivoire,Fixed telephone subscriptions,219283.0,263667.0,293568.0,324839.0,238000.0,257932.0,258515.0,270573.0,247573.0,356502.0,282070.0,283343.0,276494.0,276135.0,272145.0,242684.0,277248.0,289108.0,305562.0,302398.0,,0.7333039252868955
Cote d'Ivoire,Mobile cellular subscriptions (per 100 people),1.603822418,2.8742725160000004,4.322932867,5.960338191,7.2768430660000005,9.31711727,12.80033348,21.67656203,38.95266643,53.29626495,65.72716178,75.97078842,82.4790839,83.99950843,87.79127782,97.60192256,109.3922913,115.23141319999999,129.91211040000002,134.8579514,,1.7050024982823968
Cote d'Ivoire,Mobile cellular subscriptions,257134.0,472952.0,728545.0,1027058.0,1280696.0,1674332.0,2349439.0,4065421.0,7467708.0,10449036.0,13184308.0,15599044.0,17344242.0,18099532.0,19390902.0,22104575.0,25407610.0,27451250.0,31747233.0,33807850.0,,1.784580705710922
Cote d'Ivoire,Container port traffic (TEU: 20 foot equivalent units),,434422.0,543845.0,579060.0,612546.0,670000.0,710000.0,,590306.0,713625.0,677029.0,530000.0,546000.0,633900.0,633900.0,600000.0,625000.0,705000.0,907600.0,907000.0,,0.18423917491991124
Cote d'Ivoire,Liner shipping connectivity index (maximum value in 2004 = 100),,,,,,14.39,14.52,12.98,14.98,16.93,19.39,17.48,17.38,16.45,17.55,21.87,19.85,19.34,18.38,16.76,,0.13751398084248354
Cote d'Ivoire,Rail lines (total route-km),1955.0,639.0,639.0,639.0,639.0,639.0,639.0,639.0,639.0,639.0,639.0,639.0,639.0,639.0,639.0,639.0,639.0,639.0,639.0,,,0.5876692522619088
Cote d'Ivoire,"Railways, passengers carried (million passenger-km)",93.1,125.91,182.0,148.0,10.0,,,,,,,,,,,,,,,,,0.4026464814008216
Cote d'Ivoire,"Railways, goods transported (million ton-km)",537.0,523.0,699.0,606.0,129.0,501.0,675.0,,,,,,,,,,,,,,,0.49114844329258966
Cote d'Ivoire,"Air transport, passengers carried",259600.0,107979.0,46364.0,,,,,,,,,516085.0,89791.86777000001,39485.4722,234996.0,237120.0,642893.0,667062.0,808471.0,779482.0,,0.835768956967337
Cote d'Ivoire,"Air transport, freight (million ton-km)",13.80000019,12.292,7.364,,,,,,,,,15.37696396,2.708603617,0.0,4.563948,4.719119999999999,0.9833680728,1.202230338,5.4194066670000005,5.799977984,,0.4730007671291961
Cote d'Ivoire,"Air transport, registered carrier departures worldwide",6300.0,2342.0,716.0,,,,,,,,,5604.0,907.0,415.0,3912.0,4032.0,9068.0,9463.0,14884.0,15188.0,,0.5620861834365761
Cote d'Ivoire,"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",,,,,,,,,,4.790846,4.958412468,5.035373356,4.9,4.6,4.5,5.1,5.234129965,5.2,,,,0.051772885799033365
Cote d'Ivoire,"Trademark applications, resident, by count",,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,"Trademark applications, nonresident, by count",,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,"Industrial design applications, resident, by count",,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,"Industrial design applications, nonresident, by count",,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,Public private partnerships investment in water and sanitation (current US$),,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,Public private partnerships investment in transport (current US$),150000000.0,140000000.0,,,,36400000.0,,,,,,,,285000000.0,,,,,471300000.0,,,0.9573142170438248
Cote d'Ivoire,Public private partnerships investment in energy (current US$),223000000.0,,,,,,,,,108000000.0,,5500000.0,5500000.0,50000000.0,350000000.0,269000000.0,,,,,,0.9364962067946142
Cote d'Ivoire,Investment in water and sanitation with private participation (current US$),,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,Investment in transport with private participation (current US$),150000000.0,140000000.0,,,,36400000.0,,,,,,,,285000000.0,,,,,471300000.0,,,0.9573142170438248
Cote d'Ivoire,Investment in ICT with private participation (current US$),,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,Investment in energy with private participation (current US$),223000000.0,,,,,,,,,108000000.0,,5500000.0,5500000.0,50000000.0,350000000.0,269000000.0,,,,,,0.9364962067946142
Cote d'Ivoire,Renewable internal freshwater resources per capita (cubic meters),,,,4459.265072,,,,,4008.087741,,,,,3566.1265869999997,,3392.8415549999995,,,,,,0.6497109380296108
Cote d'Ivoire,"Renewable internal freshwater resources, total (billion cubic meters)",,,,76.84,,,,,76.84,,,,,76.84,,76.84,,,,,,1.9316441524851693e-16
Cote d'Ivoire,"Annual freshwater withdrawals, total (% of internal resources)",,,,1.833680375,,,,,2.015877147,,,,,,,,,,,,,0.26929886790989926
Cote d'Ivoire,"Annual freshwater withdrawals, total (billion cubic meters)",,1.409,,,,,1.5490000000000002,,,,,,,,,,,,,,,0.26929886794958796
Cote d'Ivoire,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",,19.13,,,,,20.53,,,,,,,,,,,,,,,0.2699157824132509
Cote d'Ivoire,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",,38.27,,,,,41.05,,,,,,,,,,,,,,,0.46479554789570404
Cote d'Ivoire,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",,42.58,,,,,38.43,,,,,,,,,,,,,,,0.27843900944773997
Cote d'Ivoire,Electric power consumption (kWh per capita),175.829544,173.9931793,182.22246850000002,176.6528225,174.3788641,173.3953446,171.67439030000003,181.7123574,187.10321090000002,195.6586927,200.50703049999998,215.02024790000002,196.9217717,234.78701719999998,233.16350130000004,274.73009049999996,,,,,,0.19959382130236353
Cote d'Ivoire,Electricity production from oil sources (% of total),4.961594353,0.2708333333,0.2661207779,0.2455610125,0.11794770980000001,0.1451905626,0.1232177434,0.2829354553,0.3196590304,0.15517241380000002,0.20439448129999999,1.424979044,0.5410723069,6.100342075,2.666666667,6.130823075,5.223280909,,,,,0.997168957193069
Cote d'Ivoire,Electricity production from nuclear sources (% of total),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Cote d'Ivoire,Electricity production from natural gas sources (% of total),58.62570064,62.97916667,62.8863869,67.09482433,63.86868488,66.18874773,72.64566098,71.03448276,65.72544841,65.08620690000001,62.27218532,70.29337804,69.32283981,67.46009122,75.45098039,69.93724354,78.05074044,,,,,1.1469319147306152
Cote d'Ivoire,Electric power transmission and distribution losses (% of output),14.67718497,14.5625,13.46980553,12.93917643,13.58364458,17.87658802,19.92606935,20.90185676,22.58923815,23.53448276,23.24987225,20.18440905,22.38071815,19.46978335,21.96078431,14.32536809,,,,,,0.1765043490749741
Cote d'Ivoire,Electricity production from hydroelectric sources (% of total),36.412704999999995,36.75,36.84749232,32.65961466,36.01336741,31.72413793,25.29484246,26.7020336,31.91262653,32.72413793,36.29705331,27.12489522,29.08673553,25.49885975,20.99346405,23.08713493,15.52060613,,,,,0.46868911102223615
Cote d'Ivoire,Electricity production from coal sources (% of total),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Cote d'Ivoire,"ICT service exports (% of service exports, BoP)",,,,,,,9.728965345,9.728981524,9.811855113,9.731998061,9.189772235,8.834169687000001,9.250029069,8.804670002,9.811950174,10.29660747,10.40377368,10.72624281,,,,0.06178684954105447
Cote d'Ivoire,"ICT service exports (BoP, current US$)",,,,,,,90911651.54,92749889.72,102681307.8,112423681.4,107684944.6,104512433.8,94046308.87,86705299.29,91742940.72,92970125.06,79677993.48,97965985.79,,,,0.09649076678970138
Cameroon,ICT goods exports (% of total goods exports),,0.0035546558,0.0194501124,0.0207159399,0.0271438185,0.0316982351,0.0300445663,0.0174198221,0.0169761354,0.064375663,0.1057459192,0.0214596728,0.0431365848,0.0224885664,0.029461999300000003,0.028774268399999997,0.0250245809,0.0301954587,0.049926244,,,0.6951702038858838
Cameroon,ICT goods imports (% total goods imports),,2.7971161139999996,2.753447141,2.855208012,4.302302452,4.211890196000001,3.2026151360000004,2.607187346,3.491972587,4.01680087,3.754858095,2.555165091,2.775395552,2.706195552,3.65036512,4.206837465,3.395966749,7.598812296,3.3946418780000003,,,0.3266988399013935
Cameroon,Individuals using the Internet (% of population),0.129067581,0.252120078,0.277051322,0.36087158399999997,0.587622611,0.976075415,1.402654226,2.028744791,2.93,3.4,3.84,4.3,5.0,7.5,10.0,16.21487223,20.68014766,23.20297197,23.20297197,,,1.3622619468668349
Cameroon,Secure Internet servers (per 1 million people),,,,,,,,,,,,0.344128463,0.43049043189999997,0.8843269616,1.268271144,1.8076120569999998,2.231915987,2.800237845,8.548384569,5.433007312000001,,1.026660532712783
Cameroon,Secure Internet servers,,,,,,,,,,,,7.0,9.0,19.0,28.0,41.0,52.0,67.0,210.0,137.0,,1.0726097565054555
Cameroon,Fixed broadband subscriptions (per 100 people),,,,,,,0.001139093,0.002310182,0.003416927,0.004466914000000001,0.00454777,0.029270584,0.051242710999999996,0.064444167,0.076549237,0.074204699,0.08776151199999999,0.192146373,0.171443763,0.074436077,,1.021507758876194
Cameroon,Fixed broadband subscriptions,,,,,,,202.0,421.0,640.0,860.0,900.0,5954.0,10713.0,13846.0,16900.0,16831.0,20447.0,45974.0,42117.0,18770.0,,1.068446350361955
Cameroon,Fixed telephone subscriptions (per 100 people),0.62596145,0.612352306,0.667258463,0.677856082,0.579690391,0.576146618,0.56577387,0.717166034,1.008388448,1.326081281,2.200175756,2.65226689,3.1998114639999997,3.432329087,3.61917543,5.097599614,4.507959527,4.3929148,3.60563123,2.411106291,,1.21250446185349
Cameroon,Fixed telephone subscriptions,94599.0,95000.0,106287.0,110881.0,97393.0,99439.0,100331.0,130694.0,188874.0,255306.0,435413.0,539504.0,668965.0,737445.0,799016.0,1156230.0,1050281.0,1051073.0,885762.0,607991.0,,1.4395859766025225
Cameroon,Mobile cellular subscriptions (per 100 people),0.039701992,0.665717198,2.619733554,4.288568703,6.410384227000001,8.869803808,12.70205787,17.20808878,24.21746773,32.00020714,40.44544093,42.458825399999995,50.15985545,61.00952443,70.95374098,75.12199179999999,77.94823655,78.22900593,81.96421137,69.08540427,,1.690959293317338
Cameroon,Mobile cellular subscriptions,6000.0,103279.0,417295.0,701507.0,1077000.0,1530868.0,2252508.0,3135946.0,4536000.0,6160893.0,8004120.0,8636652.0,10486614.0,13108058.0,15664666.0,17039059.0,18160667.0,18717503.0,20135388.0,17420760.0,,1.7704803045163555
Cameroon,Container port traffic (TEU: 20 foot equivalent units),,,,,,,,,217681.0,270000.0,245538.0,290000.0,340000.0,350000.0,340000.0,340000.0,380000.0,340000.0,390000.0,405990.0,,0.17901252790671837
Cameroon,Liner shipping connectivity index (maximum value in 2004 = 100),,,,,,10.46,10.62,11.41,11.65,11.05,11.6,11.34,11.4,13.44,10.85,12.74,10.96,14.72,15.33,25.53,,0.294875248995794
Cameroon,Rail lines (total route-km),1016.0,1016.0,1016.0,1016.0,988.0,974.0,982.0,982.0,976.5,976.5,976.5,976.5,976.5,,,,,1004.0,1004.0,1004.0,,0.016822400013058444
Cameroon,"Railways, passengers carried (million passenger-km)",248.8,327.1,302.8,308.5,319.0,308.0,324.0,361.935,370.0,377.477,435.39004230000006,463.485,494.74699999999996,,,,,,262124.0,256872.0,,2.957451933680778
Cameroon,"Railways, goods transported (million ton-km)",612.0,1063.0,1159.0,1162.0,1062.0,1114.0,1119.0,1136.385798,1055.0,978.0,1018.255942,1081.346693,1056.962047,,,,,,841569.0,812416.0,,2.9623356633877105
Cameroon,"Air transport, passengers carried",292600.0,273000.0,324114.0,243122.0,315100.0,355610.0,384059.0,424794.0,453051.0,470598.0,466050.0,0.0,171007.2,248027.2,287208.0,275760.0,267208.0,343592.0,236000.0,265136.0,,0.43610739488706013
Cameroon,"Air transport, freight (million ton-km)",46.5,42.03,36.88,42.717,20.254,22.825,24.399,29.000999999999998,26.095,25.522,23.105,0.0,0.0,0.0,0.0,,,,,0.066817,,0.731478986064431
Cameroon,"Air transport, registered carrier departures worldwide",5400.0,5580.0,10103.0,4720.0,9524.0,10337.0,10696.0,10925.0,11650.0,9471.0,9501.0,0.0,3036.0,4938.0,5640.0,5640.0,5499.0,8212.0,5640.0,5550.0,,0.4581017230603265
Cameroon,"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",,,,,,,,,2.592725604,2.73243163,2.721551968,3.349972143,3.5,3.7,3.7,3.6,3.276135193,3.3,3.1,,,0.1237659775914749
Cameroon,"Trademark applications, resident, by count",,,,,,,,,,,,,,,,,,,,,,
Cameroon,"Trademark applications, nonresident, by count",,,,,,,,,,,,,,,,,,,,,,
Cameroon,"Industrial design applications, resident, by count",,,,,,,,,,,,,,,,,,,,,,
Cameroon,"Industrial design applications, nonresident, by count",,,,,,,,,,,,,,,,,,,,,,
Cameroon,Public private partnerships investment in water and sanitation (current US$),,,,,,,,,,,,,,,,,,,,,,
Cameroon,Public private partnerships investment in transport (current US$),90000000.0,,,,,0.0,,,,,,,,,,,,,,,,1.1359449970654627
Cameroon,Public private partnerships investment in energy (current US$),,,70300000.0,21500000.0,,,,440000000.0,,,126000000.0,342000000.0,,,,,,,,1369420000.0,,1.2771438075798969
Cameroon,Investment in water and sanitation with private participation (current US$),,,,,,,,,,,,,,,,,,,,,,
Cameroon,Investment in transport with private participation (current US$),90000000.0,,,,,,,,,,,,,,,,,,,,,0.6930583020901261
Cameroon,Investment in ICT with private participation (current US$),,,,,,,,,,,,,,,,,,,,,,
Cameroon,Investment in energy with private participation (current US$),,,70300000.0,21500000.0,,,,440000000.0,,,126000000.0,342000000.0,,,,,,,,1369420000.0,,1.2771438075798969
Cameroon,Renewable internal freshwater resources per capita (cubic meters),,,,16689.48786,,,,,14575.3278,,,,,12706.38213,,12036.05101,,,,,,0.4886372152282589
Cameroon,"Renewable internal freshwater resources, total (billion cubic meters)",,,,273.0,,,,,273.0,,,,,273.0,,273.0,,,,,,0.0
Cameroon,"Annual freshwater withdrawals, total (% of internal resources)",,,,0.353992674,,,,,,,,,,,,,,,,,,0.5586223117413944
Cameroon,"Annual freshwater withdrawals, total (billion cubic meters)",,0.9664,,,,,,,,,,,,,,,,,,,,0.5586223117839695
Cameroon,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",,7.067,,,,,,,,,,,,,,,,,,,,0.4603720185475853
Cameroon,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",,16.67,,,,,,,,,,,,,,,,,,,,0.4655151506674268
Cameroon,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",,76.26,,,,,,,,,,,,,,,,,,,,0.48539147414135386
Cameroon,Electric power consumption (kWh per capita),177.40173230000002,175.2616759,165.1713771,155.0349495,167.1342517,192.3598158,186.4277654,245.6694517,253.7601943,267.1318351,264.9328681,261.48847059999997,256.3331361,247.42537510000002,252.2047761,275.1979137,,,,,,0.1909727597145078
Cameroon,Electricity production from oil sources (% of total),1.244075829,1.091954023,1.89212087,3.5757575760000004,4.234527687,4.622871046,5.794205794,11.18292205,15.98321572,15.34941032,22.18571676,19.71520597,18.51038676,18.45502646,18.47549909,18.48179454,17.88990826,,,,,1.0196602741023213
Cameroon,Electricity production from nuclear sources (% of total),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Cameroon,Electricity production from natural gas sources (% of total),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.193209994,8.801267382999999,7.1416219960000005,7.068994745,6.198277318,6.17989418,6.188747731,6.193107932,5.992897307000001,,,,,2.055959317816584
Cameroon,Electric power transmission and distribution losses (% of output),20.58649289,21.86781609,25.6989551,23.15151515,23.77850163,19.22141119,17.43256743,12.31884058,9.345794393,9.470163703999999,9.337713989,9.832174945,9.863198784,12.25396825,11.01633394,11.05331599,,,,,,0.5248749908630944
Cameroon,Electricity production from hydroelectric sources (% of total),98.75592417,98.90804598,98.10787913,96.42424242,95.76547231,95.37712895,94.20579421,76.22405014,73.37402251,74.49392713,69.44492478,72.21562977,74.26110454,74.01058201,74.10163339,74.15474642,74.99260136,,,,,0.10796434863523424
Cameroon,Electricity production from coal sources (% of total),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Cameroon,"ICT service exports (% of service exports, BoP)",0.6043839806,1.21960816,0.42426944450000004,2.47956362,3.3495879139999998,4.813324279,5.794291321,4.170382327,3.2970899160000005,6.62174305,4.844535336,3.2412678710000002,5.192137487,5.892890011,5.399278526,5.281295495,6.321101941,7.219462992,6.793176769,,,0.7669133859132333
Cameroon,"ICT service exports (BoP, current US$)",2658766.133,8446208.413999999,4020525.486,25349352.99,21591523.1,53370832.37,56200550.5,42393228.7,45168997.28,98243599.1,60503662.56,41958336.64,96474399.5,95947887.11,105061201.7,107124591.8,95823902.6,119595661.2,132064362.3,,,1.0637522171189118
"Congo, Dem. Rep.",ICT goods exports (% of total goods exports),,,,,,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",ICT goods imports (% total goods imports),,,,,,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",Individuals using the Internet (% of population),0.001009076,0.005902114,0.011475782,0.09279070199999999,0.13491483699999998,0.196208375,0.238037799,0.29605361,0.37,0.44,0.56,0.72,1.2,1.679961015,2.2,3.0,3.799999507,6.20997406,8.619904916,,,1.713209834776784
"Congo, Dem. Rep.",Secure Internet servers (per 1 million people),,,,,,,,,,,,0.061954170210000006,0.07490058482999999,0.1738607668,0.1541505592,0.3524589918,0.5115120106000001,0.6346053308,2.555321356,2.819143354,,1.3257143355322
"Congo, Dem. Rep.",Secure Internet servers,,,,,,,,,,,,4.0,5.0,12.0,11.0,26.0,39.0,50.0,208.0,237.0,,1.3755669236005466
"Congo, Dem. Rep.",Fixed broadband subscriptions (per 100 people),,,,,,,,,,,,0.0,,,0.000630616,0.0006778060000000001,0.0013115689999999998,0.0012692110000000001,0.00122852,0.005495545,,1.1983426838024183
"Congo, Dem. Rep.",Fixed broadband subscriptions,,,,,,,,,,,,0.0,,,450.0,500.0,1000.0,1000.0,1000.0,4620.0,,1.2611944597062086
"Congo, Dem. Rep.",Fixed telephone subscriptions (per 100 people),0.020797213999999998,0.020825449,0.020607681,0.020051466,0.018926379,0.019830831,0.019309712,0.017144462,0.005987647,0.061776629000000007,0.06776776,0.06503639,0.08534172599999999,0.086255224,0.0,0.0,0.0,0.0,0.0,0.0,,0.6624161893620296
"Congo, Dem. Rep.",Fixed telephone subscriptions,9550.0,9810.0,9980.0,10000.0,9733.0,10524.0,10579.0,9700.0,3500.0,37320.0,42320.0,41990.0,56970.0,59534.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6707921957040229
"Congo, Dem. Rep.",Mobile cellular subscriptions (per 100 people),0.026132624,0.031843195,0.309734682,1.122882079,2.423356236,3.7512040960000004,5.012409853,7.8042120829999995,11.277304800000001,16.44996759,15.146153699999997,18.307996300000003,23.43620874,29.11107004,39.56330156,50.29719681,49.51538827,36.66662914,43.45919307,43.38221502,,1.7346999699381283
"Congo, Dem. Rep.",Mobile cellular subscriptions,12000.0,15000.0,150000.0,560000.0,1246225.0,1990722.0,2746094.0,4415470.0,6592000.0,9937622.0,9458557.0,11820348.0,15644877.0,20092678.0,28231900.0,37102958.0,37752782.0,28889317.0,35375246.0,36470600.0,,1.8274922696676155
"Congo, Dem. Rep.",Container port traffic (TEU: 20 foot equivalent units),,,,,,,,,,,,55000.0,58000.0,42690.0,45000.0,73265.0,45000.0,45000.0,55000.0,49000.0,,0.18607944806821594
"Congo, Dem. Rep.",Liner shipping connectivity index (maximum value in 2004 = 100),,,,,,3.05,3.03,2.66,2.68,3.36,3.8,5.24,3.73,4.05,4.01,4.11,4.33,4.49,4.04,3.48,,0.18977159299741925
