,LOCATION,INDICATOR,TIME,Value
637,COL,MEDICALDOC,2001,1.25
638,COL,MEDICALDOC,2002,1.29
639,COL,MEDICALDOC,2003,1.32
640,COL,MEDICALDOC,2004,1.36
641,COL,MEDICALDOC,2005,1.41
642,COL,MEDICALDOC,2006,1.45
643,COL,MEDICALDOC,2007,1.49
644,COL,MEDICALDOC,2008,1.54
645,COL,MEDICALDOC,2009,1.59
646,COL,MEDICALDOC,2010,1.64
647,COL,MEDICALDOC,2011,1.7
648,COL,MEDICALDOC,2012,1.75
649,COL,MEDICALDOC,2013,1.82
650,COL,MEDICALDOC,2014,1.89
651,COL,MEDICALDOC,2015,1.95
652,COL,MEDICALDOC,2016,2.01
653,COL,MEDICALDOC,2017,2.09
654,COL,MEDICALDOC,2018,2.18
655,LVA,MEDICALDOC,1999,2.72
656,LVA,MEDICALDOC,2000,2.88
657,LVA,MEDICALDOC,2001,2.69
658,LVA,MEDICALDOC,2002,2.79
659,LVA,MEDICALDOC,2003,2.83
660,LVA,MEDICALDOC,2004,2.92
661,LVA,MEDICALDOC,2005,2.96
662,LVA,MEDICALDOC,2006,3.03
663,LVA,MEDICALDOC,2007,3.14
664,LVA,MEDICALDOC,2008,3.23
665,LVA,MEDICALDOC,2009,3.15
666,LVA,MEDICALDOC,2010,3.11
667,LVA,MEDICALDOC,2011,3.13
668,LVA,MEDICALDOC,2012,3.14
669,LVA,MEDICALDOC,2013,3.19
670,LVA,MEDICALDOC,2014,3.22
671,LVA,MEDICALDOC,2015,3.2
672,LVA,MEDICALDOC,2016,3.21
673,LVA,MEDICALDOC,2017,3.21
674,LTU,MEDICALDOC,1999,3.71
675,LTU,MEDICALDOC,2000,3.63
676,LTU,MEDICALDOC,2001,3.63
677,LTU,MEDICALDOC,2002,3.7
678,LTU,MEDICALDOC,2003,3.67
679,LTU,MEDICALDOC,2004,3.63
680,LTU,MEDICALDOC,2005,3.72
681,LTU,MEDICALDOC,2006,3.79
682,LTU,MEDICALDOC,2007,3.88
683,LTU,MEDICALDOC,2008,3.88
684,LTU,MEDICALDOC,2009,3.85
685,LTU,MEDICALDOC,2010,3.95
686,LTU,MEDICALDOC,2011,4.1
687,LTU,MEDICALDOC,2012,4.22
688,LTU,MEDICALDOC,2013,4.28
689,LTU,MEDICALDOC,2014,4.31
690,LTU,MEDICALDOC,2015,4.34
691,LTU,MEDICALDOC,2016,4.47
692,LTU,MEDICALDOC,2017,4.56
