Country,Variable,Year,Value
Finland,"Positron Emission Tomography (PET) scanners, in hospitals",2017,16.0
Finland,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2000,0.0
Finland,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2001,0.0
Finland,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2002,0.0
Finland,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2003,0.0
Finland,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2004,0.0
Finland,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2005,0.0
Finland,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2006,0.0
Finland,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2009,0.0
Finland,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2010,0.0
Finland,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2011,0.0
Finland,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2012,0.0
Finland,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2013,0.0
Finland,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2014,0.0
Finland,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2015,0.0
Finland,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2016,0.0
Finland,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2017,0.0
Finland,"Gamma cameras, total",2000,51.0
Finland,"Gamma cameras, total",2003,57.0
Finland,"Gamma cameras, total",2006,45.0
Finland,"Gamma cameras, total",2013,46.0
Finland,"Gamma cameras, total",2015,48.0
Finland,"Gamma cameras, in hospitals",2000,51.0
Finland,"Gamma cameras, in hospitals",2003,57.0
Finland,"Gamma cameras, in hospitals",2006,45.0
Finland,"Gamma cameras, in hospitals",2013,46.0
Finland,"Gamma cameras, in hospitals",2015,48.0
Finland,"Gamma cameras, in ambulatory sector",2000,0.0
Finland,"Gamma cameras, in ambulatory sector",2003,0.0
Finland,"Gamma cameras, in ambulatory sector",2006,0.0
Finland,"Gamma cameras, in ambulatory sector",2013,0.0
Finland,"Gamma cameras, in ambulatory sector",2014,0.0
Finland,"Gamma cameras, in ambulatory sector",2015,0.0
Finland,"Gamma cameras, in ambulatory sector",2016,0.0
Finland,"Gamma cameras, in ambulatory sector",2017,0.0
Finland,"Mammographs, total",2001,195.0
Finland,"Mammographs, total",2002,206.0
Finland,"Mammographs, total",2003,206.0
Finland,"Mammographs, total",2004,197.0
Finland,"Mammographs, total",2005,198.0
Finland,"Mammographs, total",2006,203.0
Finland,"Mammographs, total",2007,184.0
Finland,"Mammographs, total",2009,169.0
Finland,"Mammographs, total",2010,163.0
Finland,"Mammographs, total",2011,160.0
Finland,"Mammographs, total",2012,158.0
Finland,"Mammographs, total",2013,154.0
Finland,"Mammographs, total",2014,168.0
Finland,"Mammographs, total",2015,165.0
Finland,"Mammographs, total",2016,168.0
Finland,"Mammographs, total",2017,168.0
Finland,"Mammographs, in hospitals",2001,195.0
Finland,"Mammographs, in hospitals",2002,206.0
Finland,"Mammographs, in hospitals",2003,206.0
Finland,"Mammographs, in hospitals",2004,197.0
Finland,"Mammographs, in hospitals",2005,198.0
Finland,"Mammographs, in hospitals",2006,203.0
Finland,"Mammographs, in hospitals",2007,184.0
Finland,"Mammographs, in hospitals",2009,169.0
Finland,"Mammographs, in hospitals",2010,163.0
Finland,"Mammographs, in hospitals",2011,160.0
Finland,"Mammographs, in hospitals",2012,158.0
Finland,"Mammographs, in hospitals",2013,154.0
Finland,"Mammographs, in hospitals",2014,168.0
Finland,"Mammographs, in hospitals",2015,165.0
Finland,"Mammographs, in hospitals",2016,168.0
Finland,"Mammographs, in hospitals",2017,168.0
Finland,"Mammographs, in ambulatory sector",2001,0.0
Finland,"Mammographs, in ambulatory sector",2002,0.0
Finland,"Mammographs, in ambulatory sector",2003,0.0
Finland,"Mammographs, in ambulatory sector",2004,0.0
Finland,"Mammographs, in ambulatory sector",2005,0.0
Finland,"Mammographs, in ambulatory sector",2006,0.0
Finland,"Mammographs, in ambulatory sector",2007,0.0
Finland,"Mammographs, in ambulatory sector",2009,0.0
Finland,"Mammographs, in ambulatory sector",2010,0.0
Finland,"Mammographs, in ambulatory sector",2011,0.0
Finland,"Mammographs, in ambulatory sector",2012,0.0
Finland,"Mammographs, in ambulatory sector",2013,0.0
Finland,"Mammographs, in ambulatory sector",2014,0.0
Finland,"Mammographs, in ambulatory sector",2015,0.0
Finland,"Mammographs, in ambulatory sector",2016,0.0
Finland,"Mammographs, in ambulatory sector",2017,0.0
Finland,"Radiation therapy equipment, total",2000,45.0
Finland,"Radiation therapy equipment, total",2001,45.0
Finland,"Radiation therapy equipment, total",2002,46.0
Finland,"Radiation therapy equipment, total",2003,47.0
Finland,"Radiation therapy equipment, total",2004,46.0
Finland,"Radiation therapy equipment, total",2005,46.0
Finland,"Radiation therapy equipment, total",2006,47.0
Finland,"Radiation therapy equipment, total",2007,46.0
Finland,"Radiation therapy equipment, total",2008,46.0
Finland,"Radiation therapy equipment, total",2009,47.0
Finland,"Radiation therapy equipment, total",2010,48.0
Finland,"Radiation therapy equipment, total",2011,52.0
Finland,"Radiation therapy equipment, total",2012,52.0
Finland,"Radiation therapy equipment, total",2013,52.0
Finland,"Radiation therapy equipment, total",2014,54.0
Finland,"Radiation therapy equipment, total",2015,57.0
Finland,"Radiation therapy equipment, total",2016,56.0
Finland,"Radiation therapy equipment, total",2017,55.0
Finland,"Radiation therapy equipment, in hospitals",2000,45.0
Finland,"Radiation therapy equipment, in hospitals",2001,45.0
Finland,"Radiation therapy equipment, in hospitals",2002,46.0
Finland,"Radiation therapy equipment, in hospitals",2003,47.0
Finland,"Radiation therapy equipment, in hospitals",2004,46.0
Finland,"Radiation therapy equipment, in hospitals",2005,46.0
Finland,"Radiation therapy equipment, in hospitals",2006,47.0
Finland,"Radiation therapy equipment, in hospitals",2007,46.0
Finland,"Radiation therapy equipment, in hospitals",2008,46.0
Finland,"Radiation therapy equipment, in hospitals",2009,47.0
Finland,"Radiation therapy equipment, in hospitals",2010,48.0
Finland,"Radiation therapy equipment, in hospitals",2011,52.0
Finland,"Radiation therapy equipment, in hospitals",2012,52.0
Finland,"Radiation therapy equipment, in hospitals",2013,52.0
Finland,"Radiation therapy equipment, in hospitals",2014,54.0
Finland,"Radiation therapy equipment, in hospitals",2015,57.0
Finland,"Radiation therapy equipment, in hospitals",2016,56.0
Finland,"Radiation therapy equipment, in hospitals",2017,55.0
Finland,"Radiation therapy equipment, in ambulatory sector",2000,0.0
Finland,"Radiation therapy equipment, in ambulatory sector",2001,0.0
Finland,"Radiation therapy equipment, in ambulatory sector",2002,0.0
Finland,"Radiation therapy equipment, in ambulatory sector",2003,0.0
Finland,"Radiation therapy equipment, in ambulatory sector",2004,0.0
Finland,"Radiation therapy equipment, in ambulatory sector",2005,0.0
Finland,"Radiation therapy equipment, in ambulatory sector",2006,0.0
Finland,"Radiation therapy equipment, in ambulatory sector",2007,0.0
Finland,"Radiation therapy equipment, in ambulatory sector",2008,0.0
Finland,"Radiation therapy equipment, in ambulatory sector",2009,0.0
Finland,"Radiation therapy equipment, in ambulatory sector",2010,0.0
Finland,"Radiation therapy equipment, in ambulatory sector",2011,0.0
Finland,"Radiation therapy equipment, in ambulatory sector",2012,0.0
Finland,"Radiation therapy equipment, in ambulatory sector",2013,0.0
Finland,"Radiation therapy equipment, in ambulatory sector",2014,0.0
Finland,"Radiation therapy equipment, in ambulatory sector",2015,0.0
Finland,"Radiation therapy equipment, in ambulatory sector",2016,0.0
Finland,"Radiation therapy equipment, in ambulatory sector",2017,0.0
France,"Computed Tomography scanners, total",2000,426.0
France,"Computed Tomography scanners, total",2001,451.0
France,"Computed Tomography scanners, total",2002,470.0
France,"Computed Tomography scanners, total",2003,501.0
France,"Computed Tomography scanners, total",2004,549.0
France,"Computed Tomography scanners, total",2005,631.0
France,"Computed Tomography scanners, total",2006,658.0
France,"Computed Tomography scanners, total",2007,659.0
France,"Computed Tomography scanners, total",2008,696.0
France,"Computed Tomography scanners, total",2009,715.0
France,"Computed Tomography scanners, total",2010,766.0
France,"Computed Tomography scanners, total",2011,816.0
France,"Computed Tomography scanners, total",2012,883.0
France,"Computed Tomography scanners, total",2013,953.0
France,"Computed Tomography scanners, total",2014,1016.0
France,"Computed Tomography scanners, total",2015,1103.0
France,"Computed Tomography scanners, total",2016,1131.0
France,"Computed Tomography scanners, total",2017,1161.0
France,"Computed Tomography scanners, total",2018,1184.0
France,"Computed Tomography scanners, in hospitals",2000,345.0
France,"Computed Tomography scanners, in hospitals",2001,368.0
France,"Computed Tomography scanners, in hospitals",2002,389.0
France,"Computed Tomography scanners, in hospitals",2003,418.0
France,"Computed Tomography scanners, in hospitals",2004,458.0
France,"Computed Tomography scanners, in hospitals",2005,521.0
France,"Computed Tomography scanners, in hospitals",2006,538.0
France,"Computed Tomography scanners, in hospitals",2007,542.0
France,"Computed Tomography scanners, in hospitals",2008,574.0
France,"Computed Tomography scanners, in hospitals",2009,600.0
France,"Computed Tomography scanners, in hospitals",2010,633.0
France,"Computed Tomography scanners, in hospitals",2011,688.0
France,"Computed Tomography scanners, in hospitals",2012,734.0
France,"Computed Tomography scanners, in hospitals",2013,796.0
France,"Computed Tomography scanners, in hospitals",2014,816.0
France,"Computed Tomography scanners, in hospitals",2015,856.0
France,"Computed Tomography scanners, in hospitals",2016,851.0
France,"Computed Tomography scanners, in hospitals",2017,824.0
France,"Computed Tomography scanners, in hospitals",2018,814.0
France,"Computed Tomography scanners, in ambulatory sector",2000,81.0
France,"Computed Tomography scanners, in ambulatory sector",2001,83.0
France,"Computed Tomography scanners, in ambulatory sector",2002,81.0
France,"Computed Tomography scanners, in ambulatory sector",2003,83.0
France,"Computed Tomography scanners, in ambulatory sector",2004,91.0
France,"Computed Tomography scanners, in ambulatory sector",2005,110.0
France,"Computed Tomography scanners, in ambulatory sector",2006,120.0
France,"Computed Tomography scanners, in ambulatory sector",2007,117.0
France,"Computed Tomography scanners, in ambulatory sector",2008,122.0
France,"Computed Tomography scanners, in ambulatory sector",2009,115.0
France,"Computed Tomography scanners, in ambulatory sector",2010,133.0
France,"Computed Tomography scanners, in ambulatory sector",2011,128.0
France,"Computed Tomography scanners, in ambulatory sector",2012,149.0
France,"Computed Tomography scanners, in ambulatory sector",2013,157.0
France,"Computed Tomography scanners, in ambulatory sector",2014,200.0
France,"Computed Tomography scanners, in ambulatory sector",2015,247.0
France,"Computed Tomography scanners, in ambulatory sector",2016,280.0
France,"Computed Tomography scanners, in ambulatory sector",2017,337.0
France,"Computed Tomography scanners, in ambulatory sector",2018,370.0
France,"Magnetic Resonance Imaging units, total",2000,100.0
France,"Magnetic Resonance Imaging units, total",2001,112.0
France,"Magnetic Resonance Imaging units, total",2002,148.0
France,"Magnetic Resonance Imaging units, total",2003,197.0
France,"Magnetic Resonance Imaging units, total",2004,241.0
France,"Magnetic Resonance Imaging units, total",2005,301.0
France,"Magnetic Resonance Imaging units, total",2006,329.0
France,"Magnetic Resonance Imaging units, total",2007,350.0
France,"Magnetic Resonance Imaging units, total",2008,389.0
France,"Magnetic Resonance Imaging units, total",2009,415.0
France,"Magnetic Resonance Imaging units, total",2010,451.0
France,"Magnetic Resonance Imaging units, total",2011,489.0
France,"Magnetic Resonance Imaging units, total",2012,566.0
France,"Magnetic Resonance Imaging units, total",2013,618.0
France,"Magnetic Resonance Imaging units, total",2014,720.0
France,"Magnetic Resonance Imaging units, total",2015,836.0
France,"Magnetic Resonance Imaging units, total",2016,904.0
France,"Magnetic Resonance Imaging units, total",2017,950.0
France,"Magnetic Resonance Imaging units, total",2018,989.0
France,"Magnetic Resonance Imaging units, in hospitals",2000,82.0
France,"Magnetic Resonance Imaging units, in hospitals",2001,92.0
France,"Magnetic Resonance Imaging units, in hospitals",2002,118.0
France,"Magnetic Resonance Imaging units, in hospitals",2003,155.0
France,"Magnetic Resonance Imaging units, in hospitals",2004,185.0
France,"Magnetic Resonance Imaging units, in hospitals",2005,229.0
France,"Magnetic Resonance Imaging units, in hospitals",2006,243.0
France,"Magnetic Resonance Imaging units, in hospitals",2007,256.0
France,"Magnetic Resonance Imaging units, in hospitals",2008,291.0
France,"Magnetic Resonance Imaging units, in hospitals",2009,321.0
France,"Magnetic Resonance Imaging units, in hospitals",2010,348.0
France,"Magnetic Resonance Imaging units, in hospitals",2011,380.0
France,"Magnetic Resonance Imaging units, in hospitals",2012,443.0
France,"Magnetic Resonance Imaging units, in hospitals",2013,485.0
France,"Magnetic Resonance Imaging units, in hospitals",2014,529.0
France,"Magnetic Resonance Imaging units, in hospitals",2015,585.0
France,"Magnetic Resonance Imaging units, in hospitals",2016,596.0
France,"Magnetic Resonance Imaging units, in hospitals",2017,562.0
France,"Magnetic Resonance Imaging units, in hospitals",2018,561.0
France,"Magnetic Resonance Imaging units, in ambulatory sector",2000,18.0
France,"Magnetic Resonance Imaging units, in ambulatory sector",2001,20.0
France,"Magnetic Resonance Imaging units, in ambulatory sector",2002,30.0
France,"Magnetic Resonance Imaging units, in ambulatory sector",2003,42.0
France,"Magnetic Resonance Imaging units, in ambulatory sector",2004,56.0
France,"Magnetic Resonance Imaging units, in ambulatory sector",2005,72.0
France,"Magnetic Resonance Imaging units, in ambulatory sector",2006,86.0
France,"Magnetic Resonance Imaging units, in ambulatory sector",2007,94.0
France,"Magnetic Resonance Imaging units, in ambulatory sector",2008,98.0
France,"Magnetic Resonance Imaging units, in ambulatory sector",2009,94.0
France,"Magnetic Resonance Imaging units, in ambulatory sector",2010,103.0
France,"Magnetic Resonance Imaging units, in ambulatory sector",2011,109.0
France,"Magnetic Resonance Imaging units, in ambulatory sector",2012,123.0
France,"Magnetic Resonance Imaging units, in ambulatory sector",2013,133.0
France,"Magnetic Resonance Imaging units, in ambulatory sector",2014,191.0
France,"Magnetic Resonance Imaging units, in ambulatory sector",2015,251.0
France,"Magnetic Resonance Imaging units, in ambulatory sector",2016,308.0
France,"Magnetic Resonance Imaging units, in ambulatory sector",2017,388.0
France,"Magnetic Resonance Imaging units, in ambulatory sector",2018,428.0
France,"Positron Emission Tomography (PET) scanners, total",2000,9.0
France,"Positron Emission Tomography (PET) scanners, total",2001,7.0
France,"Positron Emission Tomography (PET) scanners, total",2002,5.0
France,"Positron Emission Tomography (PET) scanners, total",2003,9.0
France,"Positron Emission Tomography (PET) scanners, total",2004,15.0
France,"Positron Emission Tomography (PET) scanners, total",2005,23.0
France,"Positron Emission Tomography (PET) scanners, total",2006,30.0
France,"Positron Emission Tomography (PET) scanners, total",2007,41.0
France,"Positron Emission Tomography (PET) scanners, total",2008,53.0
France,"Positron Emission Tomography (PET) scanners, total",2009,60.0
France,"Positron Emission Tomography (PET) scanners, total",2010,59.0
France,"Positron Emission Tomography (PET) scanners, total",2011,72.0
France,"Positron Emission Tomography (PET) scanners, total",2012,89.0
France,"Positron Emission Tomography (PET) scanners, total",2013,94.0
France,"Positron Emission Tomography (PET) scanners, total",2014,108.0
France,"Positron Emission Tomography (PET) scanners, total",2015,130.0
France,"Positron Emission Tomography (PET) scanners, total",2016,139.0
France,"Positron Emission Tomography (PET) scanners, total",2017,147.0
France,"Positron Emission Tomography (PET) scanners, total",2018,156.0
France,"Positron Emission Tomography (PET) scanners, in hospitals",2000,8.0
France,"Positron Emission Tomography (PET) scanners, in hospitals",2001,6.0
France,"Positron Emission Tomography (PET) scanners, in hospitals",2002,4.0
France,"Positron Emission Tomography (PET) scanners, in hospitals",2003,9.0
France,"Positron Emission Tomography (PET) scanners, in hospitals",2004,13.0
France,"Positron Emission Tomography (PET) scanners, in hospitals",2005,19.0
France,"Positron Emission Tomography (PET) scanners, in hospitals",2006,26.0
France,"Positron Emission Tomography (PET) scanners, in hospitals",2007,33.0
France,"Positron Emission Tomography (PET) scanners, in hospitals",2008,42.0
France,"Positron Emission Tomography (PET) scanners, in hospitals",2009,48.0
France,"Positron Emission Tomography (PET) scanners, in hospitals",2010,47.0
France,"Positron Emission Tomography (PET) scanners, in hospitals",2011,57.0
France,"Positron Emission Tomography (PET) scanners, in hospitals",2012,72.0
France,"Positron Emission Tomography (PET) scanners, in hospitals",2013,75.0
France,"Positron Emission Tomography (PET) scanners, in hospitals",2014,81.0
France,"Positron Emission Tomography (PET) scanners, in hospitals",2015,100.0
France,"Positron Emission Tomography (PET) scanners, in hospitals",2016,107.0
France,"Positron Emission Tomography (PET) scanners, in hospitals",2017,113.0
France,"Positron Emission Tomography (PET) scanners, in hospitals",2018,119.0
France,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2000,1.0
France,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2001,1.0
France,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2002,1.0
France,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2003,0.0
France,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2004,2.0
France,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2005,4.0
France,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2006,4.0
France,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2007,8.0
France,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2008,11.0
France,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2009,12.0
France,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2010,12.0
France,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2011,15.0
France,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2012,17.0
France,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2013,19.0
France,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2014,27.0
France,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2015,30.0
France,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2016,32.0
France,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2017,34.0
France,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2018,37.0
France,"Gamma cameras, total",2000,166.0
France,"Gamma cameras, total",2001,218.0
France,"Gamma cameras, total",2002,262.0
France,"Gamma cameras, total",2003,275.0
France,"Gamma cameras, total",2004,270.0
France,"Gamma cameras, total",2005,275.0
France,"Gamma cameras, total",2006,290.0
France,"Gamma cameras, total",2007,280.0
France,"Gamma cameras, total",2008,310.0
France,"Gamma cameras, total",2009,324.0
France,"Gamma cameras, total",2010,334.0
France,"Gamma cameras, total",2011,345.0
France,"Gamma cameras, total",2012,379.0
France,"Gamma cameras, total",2013,382.0
France,"Gamma cameras, total",2014,381.0
France,"Gamma cameras, total",2015,456.0
France,"Gamma cameras, total",2016,462.0
France,"Gamma cameras, total",2017,466.0
France,"Gamma cameras, total",2018,464.0
France,"Gamma cameras, in hospitals",2000,142.0
France,"Gamma cameras, in hospitals",2001,187.0
France,"Gamma cameras, in hospitals",2002,230.0
France,"Gamma cameras, in hospitals",2003,247.0
France,"Gamma cameras, in hospitals",2004,240.0
France,"Gamma cameras, in hospitals",2005,238.0
France,"Gamma cameras, in hospitals",2006,249.0
France,"Gamma cameras, in hospitals",2007,239.0
France,"Gamma cameras, in hospitals",2008,261.0
France,"Gamma cameras, in hospitals",2009,275.0
France,"Gamma cameras, in hospitals",2010,281.0
France,"Gamma cameras, in hospitals",2011,291.0
France,"Gamma cameras, in hospitals",2012,319.0
France,"Gamma cameras, in hospitals",2013,318.0
France,"Gamma cameras, in hospitals",2014,312.0
France,"Gamma cameras, in hospitals",2015,361.0
France,"Gamma cameras, in hospitals",2016,359.0
France,"Gamma cameras, in hospitals",2017,339.0
France,"Gamma cameras, in hospitals",2018,331.0
France,"Gamma cameras, in ambulatory sector",2000,24.0
France,"Gamma cameras, in ambulatory sector",2001,31.0
France,"Gamma cameras, in ambulatory sector",2002,32.0
France,"Gamma cameras, in ambulatory sector",2003,28.0
France,"Gamma cameras, in ambulatory sector",2004,30.0
France,"Gamma cameras, in ambulatory sector",2005,37.0
France,"Gamma cameras, in ambulatory sector",2006,41.0
France,"Gamma cameras, in ambulatory sector",2007,41.0
France,"Gamma cameras, in ambulatory sector",2008,49.0
France,"Gamma cameras, in ambulatory sector",2009,49.0
France,"Gamma cameras, in ambulatory sector",2010,53.0
France,"Gamma cameras, in ambulatory sector",2011,54.0
France,"Gamma cameras, in ambulatory sector",2012,60.0
France,"Gamma cameras, in ambulatory sector",2013,64.0
France,"Gamma cameras, in ambulatory sector",2014,69.0
France,"Gamma cameras, in ambulatory sector",2015,95.0
France,"Gamma cameras, in ambulatory sector",2016,103.0
France,"Gamma cameras, in ambulatory sector",2017,127.0
France,"Gamma cameras, in ambulatory sector",2018,133.0
France,"Mammographs, in hospitals",2013,505.0
France,"Mammographs, in hospitals",2014,501.0
France,"Mammographs, in hospitals",2015,500.0
France,"Mammographs, in hospitals",2016,490.0
France,"Mammographs, in hospitals",2017,467.0
France,"Radiation therapy equipment, in hospitals",2001,694.0
France,"Radiation therapy equipment, in hospitals",2002,620.0
France,"Radiation therapy equipment, in hospitals",2003,590.0
France,"Radiation therapy equipment, in hospitals",2004,640.0
France,"Radiation therapy equipment, in hospitals",2005,573.0
France,"Radiation therapy equipment, in hospitals",2006,557.0
France,"Radiation therapy equipment, in hospitals",2007,574.0
France,"Radiation therapy equipment, in hospitals",2008,565.0
France,"Radiation therapy equipment, in hospitals",2009,592.0
France,"Radiation therapy equipment, in hospitals",2010,611.0
France,"Radiation therapy equipment, in hospitals",2011,614.0
France,"Radiation therapy equipment, in hospitals",2012,630.0
France,"Radiation therapy equipment, in hospitals",2013,672.0
France,"Radiation therapy equipment, in hospitals",2014,679.0
France,"Radiation therapy equipment, in hospitals",2015,670.0
France,"Radiation therapy equipment, in hospitals",2016,717.0
France,"Radiation therapy equipment, in hospitals",2017,721.0
Germany,"Computed Tomography scanners, total",2000,2023.0
Germany,"Computed Tomography scanners, total",2001,2074.0
Germany,"Computed Tomography scanners, total",2002,2232.0
Germany,"Computed Tomography scanners, total",2003,2274.0
Germany,"Computed Tomography scanners, total",2004,2369.0
Germany,"Computed Tomography scanners, total",2005,2434.0
Germany,"Computed Tomography scanners, total",2006,2399.0
Germany,"Computed Tomography scanners, total",2007,2446.0
Germany,"Computed Tomography scanners, total",2008,2558.0
Germany,"Computed Tomography scanners, total",2009,2559.0
Germany,"Computed Tomography scanners, total",2010,2643.0
Germany,"Computed Tomography scanners, total",2011,2688.0
Germany,"Computed Tomography scanners, total",2012,2735.0
Germany,"Computed Tomography scanners, total",2013,2719.0
Germany,"Computed Tomography scanners, total",2014,2862.0
Germany,"Computed Tomography scanners, total",2015,2866.0
Germany,"Computed Tomography scanners, total",2016,2896.0
Germany,"Computed Tomography scanners, total",2017,2904.0
Germany,"Computed Tomography scanners, in hospitals",2000,999.0
Germany,"Computed Tomography scanners, in hospitals",2001,1047.0
Germany,"Computed Tomography scanners, in hospitals",2002,1122.0
Germany,"Computed Tomography scanners, in hospitals",2003,1159.0
Germany,"Computed Tomography scanners, in hospitals",2004,1205.0
Germany,"Computed Tomography scanners, in hospitals",2005,1271.0
Germany,"Computed Tomography scanners, in hospitals",2006,1304.0
Germany,"Computed Tomography scanners, in hospitals",2007,1340.0
Germany,"Computed Tomography scanners, in hospitals",2008,1374.0
Germany,"Computed Tomography scanners, in hospitals",2009,1412.0
Germany,"Computed Tomography scanners, in hospitals",2010,1450.0
Germany,"Computed Tomography scanners, in hospitals",2011,1489.0
Germany,"Computed Tomography scanners, in hospitals",2012,1497.0
Germany,"Computed Tomography scanners, in hospitals",2013,1510.0
Germany,"Computed Tomography scanners, in hospitals",2014,1521.0
Germany,"Computed Tomography scanners, in hospitals",2015,1541.0
Germany,"Computed Tomography scanners, in hospitals",2016,1572.0
Germany,"Computed Tomography scanners, in hospitals",2017,1584.0
Germany,"Computed Tomography scanners, in ambulatory sector",2000,1024.0
Germany,"Computed Tomography scanners, in ambulatory sector",2001,1027.0
Germany,"Computed Tomography scanners, in ambulatory sector",2002,1110.0
Germany,"Computed Tomography scanners, in ambulatory sector",2003,1115.0
Germany,"Computed Tomography scanners, in ambulatory sector",2004,1164.0
Germany,"Computed Tomography scanners, in ambulatory sector",2005,1163.0
Germany,"Computed Tomography scanners, in ambulatory sector",2006,1095.0
Germany,"Computed Tomography scanners, in ambulatory sector",2007,1106.0
Germany,"Computed Tomography scanners, in ambulatory sector",2008,1184.0
Germany,"Computed Tomography scanners, in ambulatory sector",2009,1147.0
Germany,"Computed Tomography scanners, in ambulatory sector",2010,1193.0
Germany,"Computed Tomography scanners, in ambulatory sector",2011,1199.0
Germany,"Computed Tomography scanners, in ambulatory sector",2012,1238.0
Germany,"Computed Tomography scanners, in ambulatory sector",2013,1209.0
Germany,"Computed Tomography scanners, in ambulatory sector",2014,1341.0
Germany,"Computed Tomography scanners, in ambulatory sector",2015,1325.0
Germany,"Computed Tomography scanners, in ambulatory sector",2016,1324.0
Germany,"Computed Tomography scanners, in ambulatory sector",2017,1320.0
Germany,"Magnetic Resonance Imaging units, total",2000,1177.0
Germany,"Magnetic Resonance Imaging units, total",2001,1314.0
Germany,"Magnetic Resonance Imaging units, total",2002,1444.0
Germany,"Magnetic Resonance Imaging units, total",2003,1525.0
Germany,"Magnetic Resonance Imaging units, total",2004,1565.0
Germany,"Magnetic Resonance Imaging units, total",2005,1640.0
Germany,"Magnetic Resonance Imaging units, total",2006,1762.0
Germany,"Magnetic Resonance Imaging units, total",2007,1845.0
Germany,"Magnetic Resonance Imaging units, total",2008,1938.0
Germany,"Magnetic Resonance Imaging units, total",2009,2060.0
Germany,"Magnetic Resonance Imaging units, total",2010,2211.0
Germany,"Magnetic Resonance Imaging units, total",2011,2317.0
Germany,"Magnetic Resonance Imaging units, total",2012,2305.0
Germany,"Magnetic Resonance Imaging units, total",2013,2332.0
Germany,"Magnetic Resonance Imaging units, total",2014,2470.0
Germany,"Magnetic Resonance Imaging units, total",2015,2747.0
Germany,"Magnetic Resonance Imaging units, total",2016,2840.0
Germany,"Magnetic Resonance Imaging units, total",2017,2869.0
Germany,"Magnetic Resonance Imaging units, in hospitals",2000,405.0
Germany,"Magnetic Resonance Imaging units, in hospitals",2001,451.0
Germany,"Magnetic Resonance Imaging units, in hospitals",2002,493.0
Germany,"Magnetic Resonance Imaging units, in hospitals",2003,514.0
Germany,"Magnetic Resonance Imaging units, in hospitals",2004,545.0
Germany,"Magnetic Resonance Imaging units, in hospitals",2005,585.0
Germany,"Magnetic Resonance Imaging units, in hospitals",2006,635.0
Germany,"Magnetic Resonance Imaging units, in hospitals",2007,673.0
Germany,"Magnetic Resonance Imaging units, in hospitals",2008,716.0
Germany,"Magnetic Resonance Imaging units, in hospitals",2009,776.0
Germany,"Magnetic Resonance Imaging units, in hospitals",2010,842.0
Germany,"Magnetic Resonance Imaging units, in hospitals",2011,876.0
Germany,"Magnetic Resonance Imaging units, in hospitals",2012,908.0
Germany,"Magnetic Resonance Imaging units, in hospitals",2013,935.0
Germany,"Magnetic Resonance Imaging units, in hospitals",2014,940.0
Germany,"Magnetic Resonance Imaging units, in hospitals",2015,965.0
Germany,"Magnetic Resonance Imaging units, in hospitals",2016,999.0
Germany,"Magnetic Resonance Imaging units, in hospitals",2017,1024.0
Germany,"Magnetic Resonance Imaging units, in ambulatory sector",2000,772.0
Germany,"Magnetic Resonance Imaging units, in ambulatory sector",2001,863.0
Germany,"Magnetic Resonance Imaging units, in ambulatory sector",2002,951.0
Germany,"Magnetic Resonance Imaging units, in ambulatory sector",2003,1011.0
Germany,"Magnetic Resonance Imaging units, in ambulatory sector",2004,1020.0
Germany,"Magnetic Resonance Imaging units, in ambulatory sector",2005,1055.0
Germany,"Magnetic Resonance Imaging units, in ambulatory sector",2006,1127.0
Germany,"Magnetic Resonance Imaging units, in ambulatory sector",2007,1172.0
