Country,Variable,Year,Value
Mexico,Hospitals,2011,4430.0
Mexico,Hospitals,2012,4421.0
Mexico,Hospitals,2013,4436.0
Mexico,Hospitals,2014,4395.0
Mexico,Hospitals,2015,4456.0
Mexico,Hospitals,2016,4474.0
Mexico,Hospitals,2017,4538.0
Mexico,Hospitals,2018,4629.0
Mexico,Publicly owned hospitals,2000,997.0
Mexico,Publicly owned hospitals,2001,1019.0
Mexico,Publicly owned hospitals,2002,1033.0
Mexico,Publicly owned hospitals,2003,1111.0
Mexico,Publicly owned hospitals,2004,1090.0
Mexico,Publicly owned hospitals,2005,1071.0
Mexico,Publicly owned hospitals,2006,1114.0
Mexico,Publicly owned hospitals,2007,1192.0
Mexico,Publicly owned hospitals,2008,1251.0
Mexico,Publicly owned hospitals,2009,1279.0
Mexico,Publicly owned hospitals,2010,1296.0
Mexico,Publicly owned hospitals,2011,1324.0
Mexico,Publicly owned hospitals,2012,1339.0
Mexico,Publicly owned hospitals,2013,1347.0
Mexico,Publicly owned hospitals,2014,1363.0
Mexico,Publicly owned hospitals,2015,1367.0
Mexico,Publicly owned hospitals,2016,1372.0
Mexico,Publicly owned hospitals,2017,1380.0
Mexico,Publicly owned hospitals,2018,1389.0
Mexico,Not-for-profit privately owned hospitals,2007,11.0
Mexico,Not-for-profit privately owned hospitals,2008,17.0
Mexico,Not-for-profit privately owned hospitals,2009,19.0
Mexico,Not-for-profit privately owned hospitals,2010,16.0
Mexico,Not-for-profit privately owned hospitals,2011,18.0
Mexico,Not-for-profit privately owned hospitals,2012,18.0
Mexico,Not-for-profit privately owned hospitals,2013,18.0
Mexico,Not-for-profit privately owned hospitals,2014,18.0
Mexico,Not-for-profit privately owned hospitals,2015,19.0
Mexico,Not-for-profit privately owned hospitals,2016,19.0
Mexico,Not-for-profit privately owned hospitals,2017,18.0
Mexico,Not-for-profit privately owned hospitals,2018,19.0
Mexico,For-profit privately owned hospitals,2000,2955.0
Mexico,For-profit privately owned hospitals,2001,2959.0
Mexico,For-profit privately owned hospitals,2002,3055.0
Mexico,For-profit privately owned hospitals,2003,3039.0
Mexico,For-profit privately owned hospitals,2004,3020.0
Mexico,For-profit privately owned hospitals,2005,3172.0
Mexico,For-profit privately owned hospitals,2006,3131.0
Mexico,For-profit privately owned hospitals,2007,3141.0
Mexico,For-profit privately owned hospitals,2008,3111.0
Mexico,For-profit privately owned hospitals,2009,3108.0
Mexico,For-profit privately owned hospitals,2010,3144.0
Mexico,For-profit privately owned hospitals,2011,3088.0
Mexico,For-profit privately owned hospitals,2012,3064.0
Mexico,For-profit privately owned hospitals,2013,3071.0
Mexico,For-profit privately owned hospitals,2014,3014.0
Mexico,For-profit privately owned hospitals,2015,3070.0
Mexico,For-profit privately owned hospitals,2016,3083.0
Mexico,For-profit privately owned hospitals,2017,3140.0
Mexico,For-profit privately owned hospitals,2018,3221.0
Netherlands,Hospitals,2000,208.0
Netherlands,Hospitals,2001,205.0
Netherlands,Hospitals,2002,201.0
Netherlands,Hospitals,2003,199.0
Netherlands,Hospitals,2004,198.0
Netherlands,Hospitals,2005,198.0
Netherlands,Hospitals,2006,193.0
Netherlands,Hospitals,2007,190.0
Netherlands,Hospitals,2008,182.0
Netherlands,Hospitals,2009,416.0
Netherlands,Hospitals,2010,427.0
Netherlands,Hospitals,2011,449.0
Netherlands,Hospitals,2012,499.0
Netherlands,Hospitals,2013,509.0
Netherlands,Hospitals,2014,505.0
Netherlands,Hospitals,2015,517.0
Netherlands,Hospitals,2016,534.0
Netherlands,Hospitals,2017,545.0
Netherlands,General hospitals,2000,110.0
Netherlands,General hospitals,2001,106.0
Netherlands,General hospitals,2002,107.0
Netherlands,General hospitals,2003,106.0
Netherlands,General hospitals,2004,106.0
Netherlands,General hospitals,2005,105.0
Netherlands,General hospitals,2006,104.0
Netherlands,General hospitals,2007,104.0
Netherlands,General hospitals,2008,103.0
Netherlands,General hospitals,2009,102.0
Netherlands,General hospitals,2010,102.0
Netherlands,General hospitals,2011,99.0
Netherlands,General hospitals,2012,99.0
Netherlands,General hospitals,2013,100.0
Netherlands,General hospitals,2014,100.0
Netherlands,General hospitals,2015,81.0
Netherlands,General hospitals,2016,78.0
Netherlands,General hospitals,2017,76.0
Netherlands,Publicly owned hospitals,2000,0.0
Netherlands,Publicly owned hospitals,2001,0.0
Netherlands,Publicly owned hospitals,2002,0.0
Netherlands,Publicly owned hospitals,2003,0.0
Netherlands,Publicly owned hospitals,2004,0.0
Netherlands,Publicly owned hospitals,2005,0.0
Netherlands,Publicly owned hospitals,2006,0.0
Netherlands,Publicly owned hospitals,2007,0.0
Netherlands,Publicly owned hospitals,2008,0.0
Netherlands,Publicly owned hospitals,2009,0.0
Netherlands,Publicly owned hospitals,2010,0.0
Netherlands,Publicly owned hospitals,2011,0.0
Netherlands,Publicly owned hospitals,2012,0.0
Netherlands,Publicly owned hospitals,2013,0.0
Netherlands,Publicly owned hospitals,2014,0.0
Netherlands,Publicly owned hospitals,2015,0.0
Netherlands,Publicly owned hospitals,2016,0.0
Netherlands,Publicly owned hospitals,2017,0.0
Netherlands,Not-for-profit privately owned hospitals,2000,208.0
Netherlands,Not-for-profit privately owned hospitals,2001,205.0
Netherlands,Not-for-profit privately owned hospitals,2002,201.0
Netherlands,Not-for-profit privately owned hospitals,2003,199.0
Netherlands,Not-for-profit privately owned hospitals,2004,198.0
Netherlands,Not-for-profit privately owned hospitals,2005,198.0
Netherlands,Not-for-profit privately owned hospitals,2006,193.0
Netherlands,Not-for-profit privately owned hospitals,2007,190.0
Netherlands,Not-for-profit privately owned hospitals,2008,182.0
Netherlands,Not-for-profit privately owned hospitals,2009,187.0
Netherlands,Not-for-profit privately owned hospitals,2010,183.0
Netherlands,Not-for-profit privately owned hospitals,2011,180.0
Netherlands,Not-for-profit privately owned hospitals,2012,180.0
Netherlands,Not-for-profit privately owned hospitals,2013,181.0
Netherlands,Not-for-profit privately owned hospitals,2014,181.0
Netherlands,Not-for-profit privately owned hospitals,2015,143.0
Netherlands,Not-for-profit privately owned hospitals,2016,140.0
Netherlands,Not-for-profit privately owned hospitals,2017,134.0
Netherlands,For-profit privately owned hospitals,2009,229.0
Netherlands,For-profit privately owned hospitals,2010,244.0
Netherlands,For-profit privately owned hospitals,2011,269.0
Netherlands,For-profit privately owned hospitals,2012,319.0
Netherlands,For-profit privately owned hospitals,2013,328.0
Netherlands,For-profit privately owned hospitals,2014,324.0
Netherlands,For-profit privately owned hospitals,2015,374.0
Netherlands,For-profit privately owned hospitals,2016,394.0
Netherlands,For-profit privately owned hospitals,2017,411.0
New Zealand,Hospitals,2009,161.0
New Zealand,Hospitals,2010,165.0
New Zealand,Hospitals,2011,164.0
New Zealand,Hospitals,2012,161.0
New Zealand,Hospitals,2013,160.0
New Zealand,Hospitals,2014,162.0
New Zealand,Hospitals,2015,165.0
New Zealand,Hospitals,2016,159.0
New Zealand,Hospitals,2017,162.0
New Zealand,Hospitals,2018,165.0
New Zealand,General hospitals,2009,68.0
New Zealand,General hospitals,2010,67.0
New Zealand,General hospitals,2011,67.0
New Zealand,General hospitals,2012,59.0
New Zealand,General hospitals,2013,59.0
New Zealand,General hospitals,2014,59.0
New Zealand,General hospitals,2015,58.0
New Zealand,General hospitals,2016,53.0
New Zealand,General hospitals,2017,53.0
New Zealand,General hospitals,2018,53.0
New Zealand,Publicly owned hospitals,2009,86.0
New Zealand,Publicly owned hospitals,2010,87.0
New Zealand,Publicly owned hospitals,2011,86.0
New Zealand,Publicly owned hospitals,2012,84.0
New Zealand,Publicly owned hospitals,2013,83.0
New Zealand,Publicly owned hospitals,2014,85.0
New Zealand,Publicly owned hospitals,2015,85.0
New Zealand,Publicly owned hospitals,2016,83.0
New Zealand,Publicly owned hospitals,2017,84.0
New Zealand,Publicly owned hospitals,2018,84.0
New Zealand,Not-for-profit privately owned hospitals,2009,30.0
New Zealand,Not-for-profit privately owned hospitals,2010,31.0
New Zealand,Not-for-profit privately owned hospitals,2011,31.0
New Zealand,Not-for-profit privately owned hospitals,2012,31.0
New Zealand,Not-for-profit privately owned hospitals,2013,28.0
New Zealand,Not-for-profit privately owned hospitals,2014,27.0
New Zealand,Not-for-profit privately owned hospitals,2015,28.0
New Zealand,Not-for-profit privately owned hospitals,2016,26.0
New Zealand,Not-for-profit privately owned hospitals,2017,26.0
New Zealand,Not-for-profit privately owned hospitals,2018,29.0
New Zealand,For-profit privately owned hospitals,2009,45.0
New Zealand,For-profit privately owned hospitals,2010,47.0
New Zealand,For-profit privately owned hospitals,2011,47.0
New Zealand,For-profit privately owned hospitals,2012,46.0
New Zealand,For-profit privately owned hospitals,2013,49.0
New Zealand,For-profit privately owned hospitals,2014,50.0
New Zealand,For-profit privately owned hospitals,2015,52.0
New Zealand,For-profit privately owned hospitals,2016,50.0
New Zealand,For-profit privately owned hospitals,2017,52.0
New Zealand,For-profit privately owned hospitals,2018,52.0
Norway,General hospitals,2000,60.0
Poland,Hospitals,2000,803.0
Poland,Hospitals,2001,829.0
Poland,Hospitals,2002,832.0
Poland,Hospitals,2003,820.0
Poland,Hospitals,2004,882.0
Poland,Hospitals,2005,874.0
Poland,Hospitals,2006,835.0
Poland,Hospitals,2007,916.0
Poland,Hospitals,2008,896.0
Poland,Hospitals,2009,916.0
Poland,Hospitals,2010,953.0
Poland,Hospitals,2011,968.0
Poland,Hospitals,2012,1038.0
Poland,Hospitals,2013,1085.0
Poland,Hospitals,2014,1096.0
Poland,Hospitals,2015,1067.0
Poland,Hospitals,2016,1064.0
Poland,Hospitals,2017,1058.0
Poland,General hospitals,2004,832.0
Poland,General hospitals,2005,824.0
Poland,General hospitals,2006,785.0
Poland,General hospitals,2007,790.0
Poland,General hospitals,2008,774.0
Poland,General hospitals,2009,795.0
Poland,General hospitals,2010,836.0
Poland,General hospitals,2011,853.0
Poland,General hospitals,2012,926.0
Poland,General hospitals,2013,979.0
Poland,General hospitals,2014,992.0
Poland,General hospitals,2015,967.0
Poland,General hospitals,2016,968.0
Poland,General hospitals,2017,961.0
Poland,Publicly owned hospitals,2007,681.0
Poland,Publicly owned hospitals,2008,648.0
Poland,Publicly owned hospitals,2009,626.0
Poland,Publicly owned hospitals,2010,607.0
Poland,Publicly owned hospitals,2011,598.0
Poland,Not-for-profit privately owned hospitals,2007,0.0
Poland,Not-for-profit privately owned hospitals,2008,0.0
Poland,Not-for-profit privately owned hospitals,2009,0.0
Poland,Not-for-profit privately owned hospitals,2010,0.0
Poland,Not-for-profit privately owned hospitals,2011,0.0
Poland,For-profit privately owned hospitals,2007,235.0
Poland,For-profit privately owned hospitals,2008,248.0
Poland,For-profit privately owned hospitals,2009,290.0
Poland,For-profit privately owned hospitals,2010,346.0
Poland,For-profit privately owned hospitals,2011,370.0
Portugal,Hospitals,2000,225.0
Portugal,Hospitals,2001,223.0
Portugal,Hospitals,2002,219.0
Portugal,Hospitals,2003,219.0
Portugal,Hospitals,2004,222.0
Portugal,Hospitals,2005,222.0
Portugal,Hospitals,2006,221.0
Portugal,Hospitals,2007,226.0
Portugal,Hospitals,2008,223.0
Portugal,Hospitals,2009,223.0
Portugal,Hospitals,2010,231.0
Portugal,Hospitals,2011,226.0
Portugal,Hospitals,2012,229.0
Portugal,Hospitals,2013,226.0
Portugal,Hospitals,2014,225.0
Portugal,Hospitals,2015,225.0
Portugal,Hospitals,2016,225.0
Portugal,Hospitals,2017,225.0
Portugal,General hospitals,2000,158.0
Portugal,General hospitals,2001,157.0
Portugal,General hospitals,2002,157.0
Portugal,General hospitals,2003,160.0
Portugal,General hospitals,2004,160.0
Portugal,General hospitals,2005,160.0
Portugal,General hospitals,2006,160.0
Portugal,General hospitals,2007,166.0
Portugal,General hospitals,2008,169.0
Portugal,General hospitals,2009,170.0
Portugal,General hospitals,2010,170.0
Portugal,General hospitals,2011,164.0
Portugal,General hospitals,2012,170.0
Portugal,General hospitals,2013,168.0
Portugal,General hospitals,2014,169.0
Portugal,General hospitals,2015,169.0
Portugal,General hospitals,2016,171.0
Portugal,General hospitals,2017,171.0
Portugal,Publicly owned hospitals,2000,130.0
Portugal,Publicly owned hospitals,2001,127.0
Portugal,Publicly owned hospitals,2002,124.0
Portugal,Publicly owned hospitals,2003,128.0
Portugal,Publicly owned hospitals,2004,129.0
Portugal,Publicly owned hospitals,2005,129.0
Portugal,Publicly owned hospitals,2006,127.0
Portugal,Publicly owned hospitals,2007,126.0
Portugal,Publicly owned hospitals,2008,125.0
Portugal,Publicly owned hospitals,2009,122.0
Portugal,Publicly owned hospitals,2010,129.0
Portugal,Publicly owned hospitals,2011,123.0
Portugal,Publicly owned hospitals,2012,122.0
Portugal,Publicly owned hospitals,2013,119.0
Portugal,Publicly owned hospitals,2014,118.0
Portugal,Publicly owned hospitals,2015,114.0
Portugal,Publicly owned hospitals,2016,111.0
Portugal,Publicly owned hospitals,2017,111.0
Portugal,Not-for-profit privately owned hospitals,2000,52.0
Portugal,Not-for-profit privately owned hospitals,2001,53.0
Portugal,Not-for-profit privately owned hospitals,2002,52.0
Portugal,Not-for-profit privately owned hospitals,2003,51.0
Portugal,Not-for-profit privately owned hospitals,2004,53.0
Portugal,Not-for-profit privately owned hospitals,2005,53.0
Portugal,Not-for-profit privately owned hospitals,2006,49.0
Portugal,Not-for-profit privately owned hospitals,2007,50.0
Portugal,Not-for-profit privately owned hospitals,2008,48.0
Portugal,Not-for-profit privately owned hospitals,2009,49.0
Portugal,Not-for-profit privately owned hospitals,2010,50.0
Portugal,Not-for-profit privately owned hospitals,2011,55.0
Portugal,Not-for-profit privately owned hospitals,2012,53.0
Portugal,Not-for-profit privately owned hospitals,2013,55.0
Portugal,Not-for-profit privately owned hospitals,2014,50.0
Portugal,Not-for-profit privately owned hospitals,2015,54.0
Portugal,Not-for-profit privately owned hospitals,2016,55.0
Portugal,Not-for-profit privately owned hospitals,2017,58.0
Portugal,For-profit privately owned hospitals,2000,43.0
Portugal,For-profit privately owned hospitals,2001,43.0
Portugal,For-profit privately owned hospitals,2002,43.0
Portugal,For-profit privately owned hospitals,2003,40.0
Portugal,For-profit privately owned hospitals,2004,40.0
Portugal,For-profit privately owned hospitals,2005,40.0
Portugal,For-profit privately owned hospitals,2006,45.0
Portugal,For-profit privately owned hospitals,2007,50.0
Portugal,For-profit privately owned hospitals,2008,50.0
Portugal,For-profit privately owned hospitals,2009,52.0
Portugal,For-profit privately owned hospitals,2010,52.0
Portugal,For-profit privately owned hospitals,2011,48.0
Portugal,For-profit privately owned hospitals,2012,54.0
Portugal,For-profit privately owned hospitals,2013,52.0
Portugal,For-profit privately owned hospitals,2014,57.0
Portugal,For-profit privately owned hospitals,2015,57.0
Portugal,For-profit privately owned hospitals,2016,59.0
Portugal,For-profit privately owned hospitals,2017,56.0
Slovak Republic,Hospitals,2000,140.0
Slovak Republic,Hospitals,2001,137.0
Slovak Republic,Hospitals,2002,137.0
Slovak Republic,Hospitals,2003,138.0
Slovak Republic,Hospitals,2004,144.0
Slovak Republic,Hospitals,2005,142.0
Slovak Republic,Hospitals,2006,149.0
Slovak Republic,Hospitals,2007,149.0
Slovak Republic,Hospitals,2008,138.0
Slovak Republic,Hospitals,2009,140.0
Slovak Republic,Hospitals,2010,137.0
Slovak Republic,Hospitals,2011,140.0
Slovak Republic,Hospitals,2012,137.0
Slovak Republic,Hospitals,2013,136.0
Slovak Republic,Hospitals,2014,134.0
Slovak Republic,Hospitals,2015,134.0
Slovak Republic,Hospitals,2016,133.0
Slovak Republic,Hospitals,2017,131.0
Slovak Republic,General hospitals,2000,98.0
Slovak Republic,General hospitals,2001,95.0
Slovak Republic,General hospitals,2002,95.0
Slovak Republic,General hospitals,2003,96.0
Slovak Republic,General hospitals,2004,97.0
Slovak Republic,General hospitals,2005,83.0
Slovak Republic,General hospitals,2006,79.0
Slovak Republic,General hospitals,2007,80.0
Slovak Republic,General hospitals,2008,73.0
Slovak Republic,General hospitals,2009,76.0
Slovak Republic,General hospitals,2010,76.0
Slovak Republic,General hospitals,2011,76.0
Slovak Republic,General hospitals,2012,74.0
Slovak Republic,General hospitals,2013,74.0
Slovak Republic,General hospitals,2014,73.0
Slovak Republic,General hospitals,2015,73.0
Slovak Republic,General hospitals,2016,73.0
Slovak Republic,General hospitals,2017,72.0
Spain,Hospitals,2000,771.0
Spain,Hospitals,2001,768.0
Spain,Hospitals,2002,759.0
Spain,Hospitals,2003,741.0
Spain,Hospitals,2004,750.0
Spain,Hospitals,2005,751.0
Spain,Hospitals,2006,746.0
Spain,Hospitals,2007,764.0
Spain,Hospitals,2008,767.0
Spain,Hospitals,2009,770.0
Spain,Hospitals,2010,765.0
Spain,Hospitals,2011,763.0
Spain,Hospitals,2012,759.0
Spain,Hospitals,2013,764.0
Spain,Hospitals,2014,763.0
Spain,Hospitals,2015,765.0
Spain,Hospitals,2016,764.0
Spain,Hospitals,2017,777.0
Spain,General hospitals,2000,586.0
Spain,General hospitals,2001,565.0
Spain,General hospitals,2002,559.0
Spain,General hospitals,2003,545.0
Spain,General hospitals,2004,546.0
Spain,General hospitals,2005,544.0
Spain,General hospitals,2006,548.0
Spain,General hospitals,2007,559.0
Spain,General hospitals,2008,557.0
Spain,General hospitals,2009,563.0
Spain,General hospitals,2010,549.0
Spain,General hospitals,2011,553.0
Spain,General hospitals,2012,552.0
Spain,General hospitals,2013,556.0
Spain,General hospitals,2014,557.0
Spain,General hospitals,2015,558.0
Spain,General hospitals,2016,557.0
Spain,General hospitals,2017,565.0
Spain,Publicly owned hospitals,2000,317.0
Spain,Publicly owned hospitals,2001,313.0
Spain,Publicly owned hospitals,2002,308.0
Spain,Publicly owned hospitals,2003,300.0
Spain,Publicly owned hospitals,2004,299.0
Spain,Publicly owned hospitals,2005,296.0
Spain,Publicly owned hospitals,2006,289.0
Spain,Publicly owned hospitals,2007,298.0
Spain,Publicly owned hospitals,2008,304.0
Spain,Publicly owned hospitals,2009,313.0
Spain,Publicly owned hospitals,2010,343.0
Spain,Publicly owned hospitals,2011,346.0
Spain,Publicly owned hospitals,2012,348.0
Spain,Publicly owned hospitals,2013,347.0
Spain,Publicly owned hospitals,2014,345.0
Spain,Publicly owned hospitals,2015,343.0
Spain,Publicly owned hospitals,2016,343.0
Spain,Publicly owned hospitals,2017,344.0
Spain,Not-for-profit privately owned hospitals,2000,151.0
Spain,Not-for-profit privately owned hospitals,2001,147.0
Spain,Not-for-profit privately owned hospitals,2002,144.0
Spain,Not-for-profit privately owned hospitals,2003,141.0
Spain,Not-for-profit privately owned hospitals,2004,138.0
Spain,Not-for-profit privately owned hospitals,2005,140.0
Spain,Not-for-profit privately owned hospitals,2006,140.0
Spain,Not-for-profit privately owned hospitals,2007,140.0
Spain,Not-for-profit privately owned hospitals,2008,142.0
Spain,Not-for-profit privately owned hospitals,2009,143.0
Spain,Not-for-profit privately owned hospitals,2010,126.0
Spain,Not-for-profit privately owned hospitals,2011,121.0
Spain,Not-for-profit privately owned hospitals,2012,114.0
Spain,Not-for-profit privately owned hospitals,2013,116.0
Spain,Not-for-profit privately owned hospitals,2014,118.0
Spain,Not-for-profit privately owned hospitals,2015,119.0
Spain,Not-for-profit privately owned hospitals,2016,120.0
Spain,Not-for-profit privately owned hospitals,2017,121.0
Spain,For-profit privately owned hospitals,2000,303.0
Spain,For-profit privately owned hospitals,2001,308.0
Spain,For-profit privately owned hospitals,2002,307.0
Spain,For-profit privately owned hospitals,2003,300.0
Spain,For-profit privately owned hospitals,2004,313.0
Spain,For-profit privately owned hospitals,2005,315.0
Spain,For-profit privately owned hospitals,2006,317.0
Spain,For-profit privately owned hospitals,2007,326.0
Spain,For-profit privately owned hospitals,2008,321.0
Spain,For-profit privately owned hospitals,2009,314.0
Spain,For-profit privately owned hospitals,2010,296.0
Spain,For-profit privately owned hospitals,2011,296.0
Spain,For-profit privately owned hospitals,2012,297.0
Spain,For-profit privately owned hospitals,2013,301.0
Spain,For-profit privately owned hospitals,2014,300.0
Spain,For-profit privately owned hospitals,2015,303.0
Spain,For-profit privately owned hospitals,2016,301.0
Spain,For-profit privately owned hospitals,2017,312.0
Sweden,Hospitals,2000,89.0
Sweden,Hospitals,2001,77.0
Sweden,Hospitals,2002,80.0
Sweden,Hospitals,2003,81.0
Sweden,General hospitals,2000,80.0
Sweden,General hospitals,2001,76.0
Sweden,General hospitals,2002,77.0
Sweden,General hospitals,2003,78.0
Switzerland,Hospitals,2000,376.0
Switzerland,Hospitals,2001,366.0
Switzerland,Hospitals,2002,365.0
Switzerland,Hospitals,2003,354.0
Switzerland,Hospitals,2004,345.0
Switzerland,Hospitals,2005,337.0
Switzerland,Hospitals,2006,333.0
Switzerland,Hospitals,2007,321.0
Switzerland,Hospitals,2008,318.0
Switzerland,Hospitals,2009,313.0
Switzerland,Hospitals,2010,300.0
Switzerland,Hospitals,2011,300.0
Switzerland,Hospitals,2012,298.0
Switzerland,Hospitals,2013,293.0
Switzerland,Hospitals,2014,289.0
Switzerland,Hospitals,2015,288.0
Switzerland,Hospitals,2016,283.0
Switzerland,Hospitals,2017,281.0
Switzerland,General hospitals,2000,230.0
Switzerland,General hospitals,2001,220.0
Switzerland,General hospitals,2002,218.0
Switzerland,General hospitals,2003,207.0
Switzerland,General hospitals,2004,200.0
Switzerland,General hospitals,2005,192.0
Switzerland,General hospitals,2006,180.0
Switzerland,General hospitals,2007,171.0
Switzerland,General hospitals,2008,169.0
Switzerland,General hospitals,2009,166.0
Switzerland,General hospitals,2010,121.0
Switzerland,General hospitals,2011,120.0
Switzerland,General hospitals,2012,116.0
Switzerland,General hospitals,2013,113.0
Switzerland,General hospitals,2014,108.0
Switzerland,General hospitals,2015,106.0
Switzerland,General hospitals,2016,102.0
Switzerland,General hospitals,2017,102.0
Turkey,Hospitals,2000,1183.0
Turkey,Hospitals,2001,1199.0
Turkey,Hospitals,2002,1156.0
Turkey,Hospitals,2003,1174.0
Turkey,Hospitals,2004,1217.0
Turkey,Hospitals,2005,1196.0
Turkey,Hospitals,2006,1203.0
Turkey,Hospitals,2007,1317.0
Turkey,Hospitals,2008,1350.0
Turkey,Hospitals,2009,1389.0
Turkey,Hospitals,2010,1440.0
Turkey,Hospitals,2011,1453.0
Turkey,Hospitals,2012,1483.0
Turkey,Hospitals,2013,1517.0
Turkey,Hospitals,2014,1528.0
Turkey,Hospitals,2015,1533.0
Turkey,Hospitals,2016,1510.0
Turkey,Hospitals,2017,1518.0
Turkey,General hospitals,2000,1023.0
Turkey,General hospitals,2001,1037.0
Turkey,General hospitals,2002,945.0
Turkey,General hospitals,2003,959.0
Turkey,General hospitals,2004,1008.0
Turkey,General hospitals,2005,983.0
Turkey,General hospitals,2006,990.0
Turkey,General hospitals,2007,1098.0
Turkey,General hospitals,2008,1129.0
Turkey,General hospitals,2009,1177.0
Turkey,General hospitals,2010,1224.0
Turkey,General hospitals,2011,1261.0
Turkey,General hospitals,2012,1341.0
Turkey,General hospitals,2013,1377.0
Turkey,General hospitals,2014,1394.0
Turkey,General hospitals,2015,1406.0
Turkey,General hospitals,2016,1385.0
Turkey,General hospitals,2017,1404.0
Turkey,Publicly owned hospitals,2000,908.0
Turkey,Publicly owned hospitals,2001,917.0
Turkey,Publicly owned hospitals,2002,870.0
Turkey,Publicly owned hospitals,2003,885.0
Turkey,Publicly owned hospitals,2004,924.0
Turkey,Publicly owned hospitals,2005,885.0
Turkey,Publicly owned hospitals,2006,855.0
Turkey,Publicly owned hospitals,2007,936.0
Turkey,Publicly owned hospitals,2008,935.0
Turkey,Publicly owned hospitals,2009,924.0
Turkey,Publicly owned hospitals,2010,936.0
Turkey,Publicly owned hospitals,2011,934.0
Turkey,Publicly owned hospitals,2012,925.0
Turkey,Publicly owned hospitals,2013,949.0
Turkey,Publicly owned hospitals,2014,954.0
Turkey,Publicly owned hospitals,2015,949.0
Turkey,Publicly owned hospitals,2016,923.0
Turkey,Publicly owned hospitals,2017,929.0
Turkey,Not-for-profit privately owned hospitals,2000,0.0
Turkey,Not-for-profit privately owned hospitals,2001,0.0
Turkey,Not-for-profit privately owned hospitals,2002,0.0
Turkey,Not-for-profit privately owned hospitals,2003,0.0
Turkey,Not-for-profit privately owned hospitals,2004,0.0
Turkey,Not-for-profit privately owned hospitals,2005,0.0
Turkey,Not-for-profit privately owned hospitals,2006,0.0
Turkey,Not-for-profit privately owned hospitals,2007,0.0
Turkey,Not-for-profit privately owned hospitals,2008,0.0
Turkey,Not-for-profit privately owned hospitals,2009,0.0
Turkey,Not-for-profit privately owned hospitals,2010,0.0
Turkey,Not-for-profit privately owned hospitals,2011,0.0
Turkey,Not-for-profit privately owned hospitals,2012,0.0
Turkey,Not-for-profit privately owned hospitals,2013,0.0
Turkey,Not-for-profit privately owned hospitals,2014,0.0
Turkey,Not-for-profit privately owned hospitals,2015,0.0
Turkey,Not-for-profit privately owned hospitals,2016,0.0
Turkey,Not-for-profit privately owned hospitals,2017,0.0
Turkey,For-profit privately owned hospitals,2000,275.0
Turkey,For-profit privately owned hospitals,2001,282.0
Turkey,For-profit privately owned hospitals,2002,286.0
Turkey,For-profit privately owned hospitals,2003,289.0
Turkey,For-profit privately owned hospitals,2004,293.0
Turkey,For-profit privately owned hospitals,2005,311.0
Turkey,For-profit privately owned hospitals,2006,348.0
Turkey,For-profit privately owned hospitals,2007,381.0
Turkey,For-profit privately owned hospitals,2008,415.0
Turkey,For-profit privately owned hospitals,2009,465.0
Turkey,For-profit privately owned hospitals,2010,504.0
Turkey,For-profit privately owned hospitals,2011,519.0
Turkey,For-profit privately owned hospitals,2012,558.0
Turkey,For-profit privately owned hospitals,2013,568.0
Turkey,For-profit privately owned hospitals,2014,574.0
Turkey,For-profit privately owned hospitals,2015,584.0
Turkey,For-profit privately owned hospitals,2016,587.0
Turkey,For-profit privately owned hospitals,2017,589.0
United Kingdom,Hospitals,2012,1747.0
United Kingdom,Hospitals,2013,1645.0
United Kingdom,Hospitals,2014,1568.0
United Kingdom,Hospitals,2015,1882.0
United Kingdom,Hospitals,2016,1922.0
United Kingdom,Hospitals,2017,1920.0
United Kingdom,Hospitals,2018,1910.0
United Kingdom,General hospitals,2012,940.0
United Kingdom,General hospitals,2013,873.0
United Kingdom,General hospitals,2014,843.0
United Kingdom,General hospitals,2015,767.0
United Kingdom,General hospitals,2016,764.0
United Kingdom,General hospitals,2017,760.0
United Kingdom,General hospitals,2018,755.0
United States,Hospitals,2000,5810.0
United States,Hospitals,2001,5801.0
United States,Hospitals,2002,5794.0
United States,Hospitals,2003,5764.0
United States,Hospitals,2004,5760.0
United States,Hospitals,2005,5756.0
United States,Hospitals,2006,5747.0
United States,Hospitals,2007,5708.0
United States,Hospitals,2008,5815.0
United States,Hospitals,2009,5795.0
United States,Hospitals,2010,5754.0
United States,Hospitals,2011,5724.0
United States,Hospitals,2012,5723.0
United States,Hospitals,2013,5686.0
United States,Hospitals,2014,5627.0
United States,Hospitals,2015,5564.0
United States,Hospitals,2016,5534.0
United States,General hospitals,2000,4792.0
United States,General hospitals,2001,4766.0
United States,General hospitals,2002,4758.0
United States,General hospitals,2003,4730.0
United States,General hospitals,2004,4718.0
United States,General hospitals,2005,4700.0
United States,General hospitals,2006,4666.0
United States,General hospitals,2007,4664.0
United States,General hospitals,2008,4652.0
United States,General hospitals,2009,4651.0
United States,General hospitals,2010,4602.0
United States,General hospitals,2011,4612.0
United States,General hospitals,2012,4577.0
United States,General hospitals,2013,4560.0
United States,General hospitals,2014,4509.0
United States,General hospitals,2015,4455.0
United States,General hospitals,2016,4448.0
United States,Publicly owned hospitals,2006,1594.0
United States,Publicly owned hospitals,2007,1582.0
United States,Publicly owned hospitals,2008,1573.0
United States,Publicly owned hospitals,2009,1552.0
United States,Publicly owned hospitals,2010,1526.0
United States,Publicly owned hospitals,2011,1491.0
